question,answer
"Every day, while going to school, Shane drives a total of 10 miles. Calculate the total distance he drives in an 80 day semester from home to school and back.","To go to school and back, Shane drives 2*10 = <<2*10=20>>20 miles per day.
In 80 days of a semester, he drives for 80*20 = <<80*20=1600>>1600 miles
#### 1600"
"Brenda is a vet who needs to spay some cats and twice as many dogs. If she needs to spay 21 animals total today, how many cats does she need to spay?","Let c be the number of cats Brenda needs to spay and d be the number of dogs. We know that c + d = 21 and d = 2c.
Substituting the second equation into the first, we get c + 2c = 21
Combining like terms, we get 3c = 21
Dividing both sides by 3, we get c = 7
#### 7"
"Lydia has a small pool she uses to bathe her dogs.  When full, the pool holds 60 gallons of water.  She fills her pool using the garden hose, which provides water at the rate of 1.6 gallons per minute.  Unfortunately, her pool has a small hole that leaks water at a rate of 0.1 gallons per minute.  How long will it take for her to fill the pool, in minutes?","With a garden hose that fills at a rate of 1.6 gallons per minute, and a hole that leaks at 0.1 gallons per minute, the net fill rate becomes 1.6-0.1=<<1.6-0.1=1.5>>1.5 gallons per minute.
Therefore, to fill a 60-gallon pool, it will take 60/1.5=<<60/1.5=40>>40 minutes.
#### 40"
"Sara builds a birdhouse that is 1 foot wide, 2 feet tall and 2 feet deep. Jake builds a birdhouse that is 16 inches wide, 20 inches tall and 18 inches deep. What is the difference in volume between the two birdhouses?","To compare volumes, the measurements must be in the same units. There are 12 inches in 1 ft, so Sara’s birdhouse is 1 ft x 12 inches/ft = 12 inches wide, 2 ft x 12 inches/ft = 24 inches tall, and 2 ft x 12 inches/ft = 24 inches deep.
The volume of Sara’s birdhouse is 12 inches x 24 inches x 24 inches = <<12*24*24=6912>>6,912 cubic inches
The volume of Jake’s birdhouse is 16 inches x 20 inches x 18 inches = <<16*20*18=5760>>5,760 cubic inches.
The difference between the two birdhouses is 6,912 cubic inches – 5,760 cubic inches = <<6912-5760=1152>>1,152 cubic inches.
#### 1,152"
"Emmalyn decided to paint fences in her neighborhood for twenty cents per meter. If there were 50 fences in the neighborhood that she had to paint and each fence was 500 meters long, calculate the total amount she earned from painting the fences.","The total length for the fifty fences is 50*500 = <<50*500=25000>>25000 meters.
If Emmalyn charged twenty cents to paint a meter of a fence, the total income she got from painting the fences is $0.20*25000 =$5000
#### 5000"
Tonya is buying Christmas gifts for her sisters. She has 2 sisters and wants to spend the exact same amount on each. She buys her younger sister 4 dolls that cost $15 each. She plans to buy lego sets for her older sister. They cost $20 each. How many lego sets does she buy?,"She spent $60 on her younger sister because 4 x 15 = <<4*15=60>>60
She buys 3 lego sets for her older sister because 60 / 20 = <<60/20=3>>3
#### 3"
"Princeton had a gender reveal party and invited all of his fellow employees to celebrate with him. If the total number of guests were 60, and 2/3 were male guests, how many female guests attended the party?","The number of males in the party was 2 males / 3 guests * 60 guests = <<2/3*60=40>>40 males
If the total number of people at the party was 60, then there were 60 guests - 40 males = <<60-40=20>>20 females.
#### 20"
"A shady restaurant is charging customers gratuities after taxes without them being aware. If my total bill was $140, the sales tax in my city is 10%, I ordered a NY Striploin for $80, and I ordered a glass of wine for $10, how much did they charge me for gratuities?","The total bill before taxes or gratuities was $80 for the steak + $10 for the wine = $80+$10 = $<<80+10=90>>90
If the tax is 10%, then the taxes paid were $90 * 10% = $<<90*10*.01=9>>9
That means that the total bill before gratuities was $90 + $9 = $<<90+9=99>>99
If the final bill was $140, then you were charged $140-$99 = $<<140-99=41>>41 for gratuities
#### 41"
"Rick can iron 4 dress shirts in an hour.  He can iron 3 dress pants in an hour.  If he spends 3 hours ironing dress shirts and 5 hours ironing dress pants, how many pieces of clothing has he ironed?","Rick has ironed 4 x 3 = <<4*3=12>>12 dress shirts.
He has ironed 3 x 5 = <<3*5=15>>15 dress pants.
In total, he has ironed 12 + 15 = <<12+15=27>>27 pieces of clothes.
#### 27"
A small store made 50 posters to advertise their products. Two-fifths of them are small posters while half of them are medium posters. The rest are large posters. How many large posters are there?,"50 x 2/5 = <<50*2/5=20>>20 posters are small.
And 50/2 = <<50/2=25>>25 posters are medium.
So 20 + 25 = <<20+25=45>>45 posters are not large.
Therefore, 50 - 45 = <<50-45=5>>5 posters are large.
#### 5"
"In the jar, there are 7 blue marbles, 11 red marbles, and some yellow marbles. If the chance of randomly picking a yellow marble is 1/4, how many yellow marbles are there?","Let y be the number of yellow marbles
There are 11+7+y=18+y total marbles.
y/(18+y)=1/4.
4y=18+y
3y=18
y=6
There are 6 yellow marbles.
#### 6"
"Samantha, Aira, and Joe received 6 rubber bands each after they divided their bands equally.  If Samantha had 5 more bands than Aira and Aira had 1 fewer band than Joe, how many rubber bands did Aira have?","Samantha, Aira, and Joe have 6 x 3 = <<6*3=18>>18 rubber bands altogether.
If we let x be the number of bands that Aira had, then Samantha had x + 5.
Since Aira had 1 fewer band than Joe, then Joe had x + 1.
Since the total number of bands is 18, then the equation is x + (x + 5) + (x + 1) = 18.
By simplifying the left side of the equation, we have 3x + 6 = <<3*+6=18>>18.
Putting all the constant terms on the right side gives 3x = 12.
So the value of x is 12/3 = 4. Hence, Aira had 4 rubber bands.
#### 4"
"James can make a beret from 3 spools of yarn. If he has 12 spools of red yarn, 15 spools of black yarn, and 6 spools of blue yarn, how many berets can he make?","First find the total number of spools of yarn James has: 12 spools + 15 spools + 6 spools = <<12+15+6=33>>33 spools
Then divide that number by the number spools each beret needs: 33 spools / 3 spools/beret = <<33/3=11>>11 berets
#### 11"
John eats a bag of chips for dinner and then eats twice as many after dinner.  How many bags of chips did he eat?,"He ate 2 * 1 = <<2*1=2>>2 bags after dinner
So he ate 2 + 1 = <<2+1=3>>3 bags of chips
#### 3"
Barbi lost 1.5 kilograms each month for a year. Luca lost 9 kilograms every year for 11 years. How many more kilograms did Luca lose than Barbi?,"Barbi = 1.5 * 12 months = <<1.5*12=18>>18 kg
Luca = 9 * 11 = <<9*11=99>>99 kg
99 - 18 = <<99-18=81>>81 kg
Luca lost 81 kg more than Barbi.
#### 81"
"Haleigh decides that instead of throwing away old candles, she can use the last bit of wax combined together to make new candles. Each candle has 10% of it's original wax left. How many 5 ounce candles can she make if she has five 20 oz candles, 5 five ounce candles, and twenty-five one ounce candles?","She gets 2 ounces of wax from a 20 ounce candle because 20 x .1 = <<20*.1=2>>2
She gets 10 ounces total from these candles because 5 x 2 = <<5*2=10>>10
She gets .5 ounces of wax from each five ounce candle because 5 x .1 = <<5*.1=.5>>.5
She gets 1.5 ounces total from these candles because 5 x .5 = <<5*.5=2.5>>2.5
She gets .1 ounces from each one ounce candle because 1 x .1 = <<1*.1=.1>>.1
She gets 2.5 ounces from these candles because 25 x .1 = <<25*.1=2.5>>2.5
She gets 15 ounces total because 10 + 2.5 + 2.5 = <<10+2.5+2.5=15>>15
She can make 3 candles because 15 / 5 = <<15/5=3>>3
#### 3"
"A conference center has six rooms. Each room can hold up to 80 people. Today, the conference center is only 2/3 full. How many people are in the conference center?","The conference center can hold up to 80 x 6 = <<80*6=480>>480 people.
Today, there are 480 x 2/3 = <<480*2/3=320>>320 people in the conference center.
#### 320"
"Darius has 5 buckets of water. One contains 11 ounces, one contains 13 ounces, one contains 12 ounces, one contains 16 ounces, and one contains 10 ounces. He pours the ten-ounce bucket into a bigger bucket, along with one of the other four. The total in the bigger bucket is now 23 ounces. He pours the remaining three buckets into a second large bucket. How many ounces does the second large bucket contain?","Darius poured the 13-ounce bucket into the first large bucket because 23 - 10 = 13
The remaining buckets are thus the 11, 12, and 16 ounce buckets.
The second large bucket contains 39 ounces because 11 + 12 + 16 = <<11+12+16=39>>39
#### 39"
James wants to build a 16-foot by 20-foot quilt.  He uses patches that are each 4 square feet.  The first 10 patches cost $10 each and then each patch after that cost half as much.  How much do the patches for the quilt cost?,"The patch is 16*20=<<16*20=320>>320 square feet
So he needs 320/4=<<320/4=80>>80 patches
The first 10 patches cost 10*10=$<<10*10=100>>100
He gets a discount on the next 80-10=<<80-10=70>>70 patches
They each cost 10/2=$<<10/2=5>>5
So in total they cost 70*5=$<<70*5=350>>350
That means in total he paid 100+350=$<<100+350=450>>450
#### 450"
Clive is buying olives for dinner. He has $10 to spend and needs 80 olives. A jar of 20 olives costs $1.50. How much change will Clive have when he buys what he needs?,"He needs 4 jars of olives because 80 / 20 = <<80/20=4>>4
He will spend $6 because 4 x 1.5 = <<4*1.5=6>>6
He will have $4 in change because 10 - 6 = <<10-6=4>>4
#### 4"
"Sidney does 20 jumping jacks on Monday, 36 on Tuesday, 40 on Wednesday, and 50 on Thursday. Brooke does three times as many jumping jacks as Sidney. How many jumping jacks did Brooke do?","Sidney does 20 on Monday + 36 on Tuesday + 40 on Wednesday + 50 on Thursday = <<20+36+40+50=146>>146 jumping jacks.
Brooke does 3 x 146 = <<3*146=438>>438 jumping jacks.
#### 438"
"Mikaela earns $10 an hour  tutoring. For the first month, she tutored for 35 hours and in the second month, she tutored 5 hours more than the first month. She spent 4/5 of her total earnings on her personal needs and saved the rest of the money. How much did she save?","Mikaela spent 35 + 5 = <<35+5=40>>40 hours in the second month.
So, she tutored a total of 35 + 40 = <<35+40=75>>75 hours for the first two months.
Thus, her total earning was 75 x $10 = $<<75*10=750>>750.
And, her total expenses was 4/5 x $750 = $<<4/5*750=600>>600.
Therefore, she saved an amount of $750 - $600 = $<<750-600=150>>150.
#### 150"
"Mitchell is trying to chew as many pieces of gum at once as he can. He has 8 packets of gum, There are 7 pieces in each. If he chews all the gum except for 2 pieces, how many pieces does he chew at once?","The packets have 56 pieces in total because 8 x 7 = <<8*7=56>>56
He chews 54 pieces because 56 -2 = <<56-2=54>>54
#### 54"
"Mary had 6 lambs and 2 of the lambs had 2 babies each.  She traded 3 lambs for one goat.  One morning, she woke up and found an extra 7 lambs in the field.  How many lambs does Mary have?","2 of her lambs had 2 babies each so that adds 2*2 = <<2*2=4>>4 lambs
She starts with 6 and adds 4 baby lambs so she had 6+4 = <<6+4=10>>10 lambs
She traded 3 of those lambs for a goat so she has 10-3 =<<10-3=7>>7 lambs
She has 7 and woke up to find 7 more lambs in the field so she has a total of 7+7 = <<7+7=14>>14 lambs
#### 14"
"Liam is teaching art to a group of 10 students. He has 20 art kits that he hands out to the students to share, 1 art kit for 2 students. From those art kits half the students make 3 artworks each and half the students make 4 artworks each. How many artistic works does the whole class create?","There are 10 students in Liam's art class and 1/2 of them make a different amount of artworks than the other half, 1/2 x 10 = <<10-5=5>>5 students.
5 students make 3 artworks each, 5 x 3 = <<5*3=15>>15 artworks.
The other 5 students make 4 artworks each, 5 x 4 = <<5*4=20>>20 artworks.
Combined, the students in the class make 15 + 20 = <<15+20=35>>35 artworks.
#### 35"
"Casey takes 6 hours to complete a marathon race, while Zendaya takes 1/3 times longer to cover the same distance. What is the average time the two take to complete to race?","Zendaya takes 1/3 * 6 hours = <<1/3*6=2>>2 hours longer to complete the marathon.
To complete the marathon, Zendaya takes 6 hours + 2 hours = <<6+2=8>>8 hours
The combined time the two take to complete the marathon is 8 hours + 6 hours = <<8+6=14>>14 hours
The average number of hours Casey and Zendaya take to complete the marathon is 14 hours / 2 people = <<14/2=7>>7 hours/person.
#### 7"
"It takes Emmalyn and her research team, the Polar Bears, 30 minutes to fully navigate around a volcanic island. On Saturday, they decided to start off by rounding the island once. They then re-grouped and planned out the rest of their weekend research schedule. They completed 10 more round that day and then went home. When they came on Sunday, they were able to complete 15 rounds. Calculate the total time, in minutes, the Polar Bears spent circling the island over that weekend.","On the first day, they started off doing one round of 30 minutes.
The team did ten more rounds on day one which took 10*30 = <<10*30=300>>300 minutes.
The total time they took circumnavigating the land on the first day is 300+30 = <<300+30=330>>330 minutes.
On the second day, they did 15 rounds, which took 30 minutes each, giving 15*30 = <<15*30=450>>450 minutes.
The total number of rounds took 330+450 = <<330+450=780>>780 minutes.
#### 780"
"Bill gets a flat-screen TV that measures 48 inches by 100 inches. His brother Bob gets a TV that measures 70 inches by 60 inches. If the TVs weigh 4 oz per square inch of screen space, how much more does the heavier TV weigh in pounds? (There are 16 ounces per pound).","First find the screen area of Bill's TV: 48 inches * 100 inches = <<48*100=4800>>4800 square inches
Then find the screen area of Bob's TV: 70 inches * 60 inches = <<70*60=4200>>4200 square inches
Then subtract the size of the smaller TV from the size of the bigger TV to find the size difference: 4800 square inches - 4200 square inches = <<4800-4200=600>>600 square inches
Then multiply the size difference by the weight per square inch to find the weight difference: 600 square inches * 4 oz/square inch = <<600*4=2400>>2400 oz
Then divide the weight difference in ounces by the number of ounces per pound to find the weight difference in pounds: 2400 oz / 16 oz/pound = <<2400/16=150>>150 pounds
#### 150"
A store sold a certain brand of jeans for $40. They only have few pairs of jeans left so they decided to give 10% discount on every two pairs of jeans bought by a customer at any one time. How much will a customer pay for 3 pairs of jeans?,"Two pairs of jeans cost $40 x 2 = $<<40*2=80>>80.
A discount of $80 x 10/100 = $<<80*10/100=8>>8 will be given for this.
Hence, the cost of two pairs of jeans will now be $80 - $8 = $<<80-8=72>>72.
Therefore, the customer will pay $72 + $40 = $<<72+40=112>>112 for the three pairs of jeans.
#### 112"
"Max can mow the lawn in 40 minutes. If it takes him twice that long to fertilize the lawn, how long will it take him to both mow and fertilize the lawn?","It takes Max 2 * 40 minutes = <<2*40=80>>80 minutes to fertilize the lawn.
In total, Max takes 80 minutes + 40 minutes = <<80+40=120>>120 minutes to both mow and fertilize the lawn.
#### 120"
James and Lisa ordered 2 small pizzas. Each pizza has 6 slices. James ate 2/3 of all the slices. How many slices of pizza did James eat?,"There are a total of 2 * 6 = <<2*6=12>>12 slices of pizza.
Since James ate 2/3 of all the slices, he ate 2/3 * 12 = <<2/3*12=8>>8 slices of pizza.
#### 8"
"Tim is 5 years old. His cousin, Rommel, is thrice as old as he is. His other cousin, Jenny, is 2 years older than Rommel. How many years younger is Tim than Jenny?","Rommel is 5 x 3 = <<5*3=15>>15 years old.
Jenny is 15 + 2 = <<15+2=17>>17 years old.
So, Tim is 17 - 5 = <<17-5=12>>12 years younger than Jenny.
#### 12"
"Carter has a jar with 20 green M&Ms and 20 red M&Ms. He eats 12 of the green M&Ms, then his sister comes and eats half the red M&Ms and adds 14 yellow M&Ms. If Carter picks an M&M at random now, what is the percentage chance he'll get a green M&M?","First find the final number of green M&Ms by subtracting 12 from the starting number: 20 M&Ms - 12 M&Ms = <<20-12=8>>8 green M&Ms
Then find the final number of red M&Ms by dividing the starting number by half: 20 M&Ms / 2 = <<20/2=10>>10 red M&Ms
Then find the total number of M&Ms at the end by adding the number of red, green and yellow M&Ms: 8 M&Ms + 10 M&Ms + 14 M&Ms = <<8+10+14=32>>32 M&Ms
Then divide the number of green M&Ms by the total number of M&Ms and multiply by 100 to find the percentage chance Carter gets a green M&M: 8 M&Ms / 32 M&Ms * 100 = <<8/32*100=25>>25%
#### 25"
"Joe goes camping with his dad on a Friday. Joe's dad has 21 marshmallows, and Joe has four times as much marshmallows as his dad. If Joe’s dad roasts a third of his marshmallows, and Joe roasts half of his marshmallows, how many marshmallows did they roast in total?","Joe’s dad roasts 21/3 = <<21/3=7>>7 of his marshmallows.
Joe has 21*4 = <<21*4=84>>84 marshmallows.
Joe roasts 84/2 = <<84/2=42>>42 of his marshmallows.
Joe and his dad roasted 7+42 = <<7+42=49>>49 marshmallows in total.
#### 49"
"In his phone gallery, Malachi has the number of selfies he took last year and this year in the ratio of 10:17. If he has 2430 photos in his gallery, how many more photos did he take this year than last year?","The total ratio representing the number of photos in the Malachi gallery is 10+17=<<10+17=27>>27
The difference in the ratios representing the number of photos Malachi took this year and last year is 17-10=<<17-10=7>>7.
This year, Malachi took 7/27*2430= <<7/27*2430=630>>630 more photos than he took last year.
#### 630"
A certain tree was 100 meters tall at the end of 2017. It will grow 10% more than its previous height each year. How long has the tree grown from 2017 until the end of 2019?,"At the end of 2018, the tree will grow 100 x 10/100 = <<100*10/100=10>>10 meters more.
Thus, its height at the end of 2018 is 100 + 10 = <<100+10=110>>110 meters.
At the end of 2019, the tree will grow 110 x 10/100 = <<110*10/100=11>>11 meters more.
So, its height at the end of 2019 is 110 + 11 = <<110+11=121>>121 meters.
Therefore, the tree has grown 121 - 100 = <<121-100=21>>21 meters.
#### 21"
"Grayson drives a motorboat for 1 hour at 25 mph and then 0.5 hours for 20 mph. Rudy rows in his rowboat for 3 hours at 10 mph. How much farther, in miles, does Grayson go in his motorboat compared to Rudy?","Grayson first travels 1 * 25 = <<1*25=25>>25 miles
Then Grayson travels 0.5 * 20 = <<0.5*20=10>>10 miles
Grayson travels a total of 25 + 10 = <<25+10=35>>35 miles
Rudy travels 3 * 10 = <<3*10=30>>30 miles
Grayson travels 35 - 30 = <<35-30=5>>5 miles more than Rudy
#### 5"
Peter goes to the store to buy a soda. The soda costs $.25 an ounce. He brought $2 with him and leaves with $.50. How many ounces of soda did he buy?,"He spend $1.5 on soda because 2 - .5 = <<2-.5=1.5>>1.5
He bought 6 ounces of soda because 1.5 / .25 = <<6=6>>6
#### 6"
"Alice was able to sell $2500 worth of gadgets. For this month, she expects to receive her monthly basic salary of $240 and a 2% commission from these sales. How much is she going to save this month if she usually saves 10% of her total earnings?","Alice will get $2500 x 2/100 = $<<2500*2/100=50>>50 from her commission.
This month, she will receive a total of $240 + $50 = $<<240+50=290>>290.
Therefore, Alice will save $290 x 10/100 = $<<290*10/100=29>>29 for this month.
#### 29"
John and his two brothers decide to split the cost of an apartment.  It is 40% more expensive than John's old apartment which costs $1200 per month.  How much does John save per year by splitting the apartment compared to living alone?,"His old apartment cost 1200*12=$<<1200*12=14400>>14,400 per year
His new apartment 1200*1.4=$<<1200*1.4=1680>>1680 per month
That means it cost 1680/3=$<<1680/3=560>>560 per month
So it cost 560*12=$<<560*12=6720>>6720
So he saves 14400-6720=$<<14400-6720=7680>>7680
#### 7680"
"Kenny wants to make sure he does more jumping jacks every week than he did the week before. He recorded that last week he did 324 total jumping jacks. On Saturday of this week, he looks at his records and sees that on Sunday he did 34. On Monday he did 20. On Tuesday he skipped a day. On Wednesday he did 123. On Thursday he did 64. On Friday he did 23. How many does he have to do on Saturday to make sure he beats last week's number?","He has already done 264 this week because 34 + 20 + 123 + 64 + 23 = <<34+20+123+64+23=264>>264.
If he does 60 he will have done as many as last week because 324 - 264 = <<60=60>>60
He has to do 61 on Saturday because 60 + 1 = <<60+1=61>>61
#### 61"
"Buying a toaster requires an insurance plan that is 20% of the MSRP, plus a mandatory state tax rate of 50% after the insurance plan calculation. Jon chooses to buy a toaster that costs $30 at MSRP. What is the total he must pay?","The insurance plan costs $30*0.2=$<<30*0.2=6>>6.
The pre-state tax total is $30+$6=$<<30+6=36>>36.
State tax will be $36*0.5=$<<36*0.5=18>>18.
Jon needs to pay $18+$36=$<<18+36=54>>54 for his new toaster.
#### 54"
Arthur has $200 in his wallet. He spends four-fifths of that. How much does he have left?,"Arthur spent 4/5 * $200 = $<<4/5*200=160>>160.
Thus he has $200 - $160 = $<<200-160=40>>40 remaining.
#### 40"
"Fabian has three times more marbles than Kyle and five times more than Miles. If Fabian has 15 marbles, how many marbles do Kyle and Miles have together?","Kyle has a third of Fabian's number of marbles, so he has 15 / 3 = <<15/3=5>>5 marbles.
Miles has a fifth of Fabian's number of marbles, so he has 15 / 5 = <<15/5=3>>3 marbles.
Miles and Kyle together have 5 + 3 = <<5+3=8>>8 marbles.
#### 8"
"Rubert has 4 times the number of candies James has. James has 3 times the number of candies Adam has. If Adam has 6 candies, how many candies do the three of them have in total?","James has 3 * 6 candies = <<3*6=18>>18 candies.
Rubert has 4 * 18 candies = <<4*18=72>>72 candies.
So, the three of them have 6 candies + 18 candies + 72 candies = <<6+18+72=96>>96 candies.
#### 96"
"LaKeisha is mowing lawns to raise money for a collector set of books. She charges $.10 for every square foot of lawn. The book set costs $150. If she has already mowed three 20 x 15 foot lawns, how many more square feet does she have to mow to earn enough for the book set?","She has mowed 900 square feet because 3 x 20 x 15 = <<3*20*15=900>>900
She has earned $90 because 900 x .1 = <<900*.1=90>>90
She has to earn $60 more dollars because 150 - 90 = <<150-90=60>>60
She has to mow 600 more square feet of lawns because 60 / .1 = <<60/.1=600>>600
#### 600"
Jeff had 300 pencils and donated 30% of them. Vicki had twice as many pencils as Jeff and donated 3/4 of his pencils. How many pencils are there remaining altogether?,"Jeff donated 30/100*300 = <<30/100*300=90>>90 pencils.
He remained with 300-90 = <<300-90=210>>210 pencils.
Vicki had twice as many pencils as Jeff, meaning he had 2*300 = <<2*300=600>>600 pencils.
When Vicki donated 3/4 of his pencils, he gave away 3/4*600= <<3/4*600=450>>450 pencils.
Vicki remained with 600-450=<<600-450=150>>150 pencils.
Together, Jeff and Vicki remained with 150+210 = <<150+210=360>>360 pencils.
#### 360"
"Megan is delivering meals on wheels. Out of her 30 clients, 7 need vegan meals, 8 need kosher meals, and three people need meals that are both vegan and kosher. How many meals does Megan deliver that are neither kosher nor vegan?","First, add the number of kosher meals to the number of vegan meals: 7 meals + 8 meals = <<7+8=15>>15 meals
Then subtract the three meals that are both kosher and vegan since they got counted twice: 15 meals - 3 meals = <<15-3=12>>12 meals
Finally, subtract that number from the total number of meals to find the number of meals that are neither kosher nor vegan: 30 meals - 12 meals = <<30-12=18>>18 meals
#### 18"
A store sells 20 packets of 100 grams of sugar every week. How many kilograms of sugar does it sell every week?,"A total of 20 x 100 = <<20*100=2000>>2000 grams are sold every week.
Since 1 kilogram is equal to 1000 grams, then 2000/1000 = <<2000/1000=2>>2 kilograms of sugar are sold every week.
#### 2"
Julian has 80 Facebook friends. 60% are boys and 40% are girls. Boyd has twice as many friends who are girls and has 100 friends total. What percentage of Boyd’s friends are boys?,"Julian's number of friends who are girls is .40*80 = <<.40*80=32>>32
Boyd has twice as many friends as Julian who are girls, a total of 2*32 = <<2*32=64>>64
If Boyd has 100 friends, he has 100-64 = <<100-64=36>>36 boys
The percentage of boys in Boyd's Facebook friends is 36/100*100 = <<36/100*100=36>>36
#### 36"
A machine fills 150 cans of paint every 8 minutes. How many minutes does it take this machine to fill 675 cans?,"To know how many groups of 150 cans there are in 675 cans, we calculate 675 ÷ 150 = <<675/150=4.5>>4.5.
For each of these groups, 8 minutes are needed, so it takes 8 × 4.5 = <<8*4.5=36>>36 minutes.
#### 36"
Elijah drank 8.5 pints of coffee yesterday. Emilio drank 9.5 pints of water yesterday. How many cups of liquid did the two boys drink yesterday?,"Total drunk: 8.5 + 9.5 = <<8.5+9.5=18>>18 pints
18 pints * 2 = <<18*2=36>>36 cups
The two boys drank a total of 36 cups of liquid yesterday.
#### 36"
"Samuel is arranging his grandma’s teacups. They are stored in boxes and inside the boxes, they are stacked 5 rows high with 4 cups in each row. Of the 26 boxes in her attic, 6 of the boxes contain pans, half of the remaining boxes contain decorations, and the rest of the boxes contain her teacups. Samuel breaks 2 of the cups every time he picks up one of the boxes. By the time Samuel has taken all of the teacups out of the boxes, how many teacups are left?","Taking the boxes of pans out of the total attic boxes shows that 26 boxes – 6 boxes of pans = 20 boxes are either decorations or teacups.
Since half of these boxes are decorations, the other half must be made up of 20 boxes / 2 = <<20/2=10>>10 boxes of teacups.
Each box of cups initially has 5 rows x 4 cups = <<5*4=20>>20 teacups inside.
Samuel breaks cups each time he picks up a box, which means each box now contains 20 – 2 = <<20-2=18>>18 teacups.
Therefore, there are 10 boxes * 18 teacups = <<10*18=180>>180 teacups left.
#### 180"
"Brennan was researching his school project and had to download files from the internet to his computer to use for reference. After downloading 800 files, he deleted 70% of them because they were not helpful. He downloaded 400 more files but again realized that 3/5 of them were irrelevant. How many valuable files was he left with after deleting the unrelated files he downloaded in the second round?","The number of non-valuable files Brennan downloaded in the first round is 70/100*800 = <<70/100*800=560>>560 files.
The number of valuable files Brennan downloaded in the first round is 800-560 = <<800-560=240>>240
When he downloaded 400 new files, there were 3/5*400= <<3/5*400=240>>240 non-useful files, which he deleted again.
The total number of valuable files he downloaded in the second round is 400-240 = <<400-240=160>>160
To write his research, Brennan had 160+240 = <<160+240=400>>400 useful files to reference to write his research.
#### 400"
Mara has 40 crayons and 10 percent of her crayons are pink. Luna has 50 crayons and 20 percent of them are pink. In total how many pink crayons do Mara and Luna have?,"Mara has 40 x (10 / 100) = <<40*(10/100)=4>>4 pink crayons.
Luna has 50 x (20 / 100) = <<50*(20/100)=10>>10 pink crayons.
Together they have 4 + 10 = <<4+10=14>>14 pink crayons
#### 14"
"Dirk sells amulets at a Ren Faire.  He sells for 2 days and each day he sells 25 amulets.  Each amulet sells for 40 dollars and they cost him 30 dollars to make.  If he has to give 10% of his revenue to the faire, how much profit did he make?","He sold 2*25=<<2*25=50>>50 amulets
So he made 40*50=$<<40*50=2000>>2000
The faire took 2000*.1=$<<2000*.1=200>>200
So he kept 2000-200=$<<2000-200=1800>>1800
The amulets cost 50*30=$<<50*30=1500>>1500 to make
So he had a profit of 1800-1500=$<<1800-1500=300>>300
#### 300"
"Sasha can complete 15 questions an hour. If she has 60 questions to complete and she works for 2 hours, how many questions does she still need to complete?","Sasha completes 15 questions/hour * 2 hours = <<15*2=30>>30 questions.
This means there are still 60 questions – 30 questions = <<60-30=30>>30 questions left to complete.
#### 30"
"A bar of chocolate is made up of 60 pieces. If Michael takes half of the bar, Paige takes half of the remainder, and Mandy is left with what’s left of the chocolate bar, how many pieces of chocolate will Mandy get?","Michael takes half which is 60 pieces / 2 = <<60/2=30>>30 pieces.
Paige then takes half of this which gives her 30 pieces / 2 = <<30/2=15>>15 pieces.
Mandy is therefore left with 60 pieces – 30 pieces – 15 pieces = <<60-30-15=15>>15 pieces.
#### 15"
There was a big sale on cat food at the pet store. 20 people bought cat food that day. The first 8 customers bought 3 cases each. The next four customers bought 2 cases each. The last 8 customers of the day only bought 1 case each. How many cases of cat food were sold?,"The first 8 customers bought 8*3=<<8*3=24>>24 cases
The next 4 customers bought 4*2=<<4*2=8>>8 cases
The last 8 customers bought 8*1=<<8*1=8>>8
In total 24+8+8=<<24+8+8=40>>40 cases were sold
#### 40"
"In the honey shop, the bulk price of honey is $5 per pound and the minimum spend is $40 before tax. The honey is taxed at $1 per pound. If Penny has paid $240 for honey, by how many pounds has Penny’s purchase exceed the minimum spend?","Including tax, a pound of honey costs 5 + 1 = <<5+1=6>>6 dollars
The minimum purchase equals 40 / 5 = <<40/5=8>>8 pounds of honey.
Penny has bought 240 / 6 = <<240/6=40>>40 pounds of honey
Penny has exceeded the minimum purchase by 40 - 8 = <<40-8=32>>32 pounds.
#### 32"
"A lorry is 500 pounds when empty. What will its weight be if it's loaded with 20 bags of apples, each weighing 60 pounds?","If the lorry is loaded with 20 bags of apples, each weighing 60 pounds, it will have an additional weight of 20*60=<<20*60=1200>>1200
The total weight of the lorry after being loaded with the bags of apples will be 500+1200=<<500+1200=1700>>1700 pounds
#### 1700"
Sally sold 20 cups of lemonade last week. She sold 30% more lemonade this week. How many cups of lemonade did she sell in total for both weeks?,"If Sally sold 30% more lemonade this week, she sold 20 * 30/100 = <<20*30/100=6>>6 more cups this week.
This week, Sally sold 20 + 6 = <<20+6=26>>26 cups of lemonade.
In total for both weeks, Sally sold 20 + 26 = <<20+26=46>>46 cups of lemonade.
#### 46"
"There were some snowflakes at first. It snowed an additional 4 snowflakes every 5 minutes. If there were 58 snowflakes after 1 hour, how many snowflakes were there at first?","There are 60/5=<<60/5=12>>12 5-minute intervals in 1 hour.
12*4=<<12*4=48>>48 snowflakes fell in 1 hour.
There were 58-48=<<58-48=10>>10 snowflakes at first.
#### 10"
"Alfred likes to save $1,000.00 over 12 months for his Christmas shopping.  He has $100.00 left over from last year's holiday to put towards this year's goal.  How much money does Alfred now need to save each month in order to reach his goal in 12 months?","He wants to save $1,000.00 and he has $100.00 left over so he still needs to save 1000-100= $<<1000-100=900.00>>900.00
He wants to save $900.00 over 12 months so that means he needs to save 900/12 = $<<900/12=75.00>>75.00 per month
#### 75"
