question,answer
"Joe had 200 data points on his dataset. He then added 20% more data points to the dataset. If he reduced the data points by 1/4 of the total data points, calculate the total number of data points the dataset contains.","How many data points did Joe add? ** When Joe added 20% more data points to the dataset, the data points in the dataset increased by 20/100*200 = <<20/100*200=40>>40 data points.
How many data points are in the dataset? ** The total number of data points increased to 200+40 = <<200+40=240>>240
How many data points did Joe reduce? ** If he reduced the data points by 1/4 of the total data points, the data points reduced by 1/4*240 =60
How many data points are left in the dataset after Joe reduced the data points by 1/4 of the total data ** The total number of data points left in the dataset after Joe reduced the data points by 1/4 of the total data points is 240-60= <<240-60=180>>180
#### 180"
"Bonny just bought her 13th pair of shoes, which is 5 less than twice as many pairs of shoes as Becky owns.  Bobby has 3 times as many pairs of shoes as Becky has.  How many shoes does Bobby have?","Define a variable ** Let x be the number of pairs of shoes that Becky owns.
Write an equation ** Since 13 pairs is 5 less than twice as many pairs as Becky owns, then the relationship is 2x-5=13.
Add 5 to each side ** Adding 5 to each side of the equation, we get 2x=18.
Divide by 2 ** Solving for x, we get x=<<9=9>>9.
How many pairs of shoes does Becky have? ** Since Bobby has 3 times as many pairs of shoes as Becky has, then Becky has 3*9=<<3*9=27>>27 pairs of shoes.
#### 27"
Troy is thinking of buying a new computer that is worth $80. He has initially saved $50 and plans to sell his old computer for $20. How much more money does he need so he could buy the new computer?,"How much money does Troy have? ** Troy has $50 + $20 = $<<50+20=70>>70 from his savings and the sales of his old computer.
How much more money does Troy need? ** Therefore, he still needs $80 - $70 = $<<80-70=10>>10 more to buy the new computer.
#### 10"
"A pen costs $9 more than a pencil. If a pencil costs $2, find the total cost of both items.","How much does a pen cost? ** A pen costs $9 more than $2 which is $9+$2 = $<<9+2=11>>11
How much do both items cost? ** Altogether they cost $11+$2 = $<<11+2=13>>13
#### 13"
"Rich is reading a 372-page book. He has already read 125 pages of the book. If he skipped the 16 pages of maps, how many more pages does he have left to read to finish the book?","How many pages has Rich read? ** He has completed 125 pages + 16 pages = <<125+16=141>>141 pages of the book.
How many pages does Rich have left? ** Rich has 372 pages - 141 pages = <<372-141=231>>231 pages left.
#### 231"
"Val cuts a single watermelon into 40 slices, and each slice has 20 black seeds and 20 white seeds. What is the total number of seeds in a watermelon?","How many black seeds are in a watermelon? ** 40 slices per watermelon and each slice having 20 black seeds means each watermelon has 20*40=<<20*40=800>>800 black seeds.
How many white seeds are in a watermelon? ** 40 slices per watermelon and each slice having 20 white seeds means each watermelon has 20*40=<<20*40=800>>800 white seeds.
What is the total number of seeds in a watermelon? ** In total, each watermelon has 800+800=<<800+800=1600>>1600 seeds.
How many seeds are in a watermelon? ** What is the total number of seeds in a watermelon?
#### 1,600"
Erik's dog can run 24 miles per hour. It is chasing a rabbit that can run 15 miles per hour. The rabbit has a head start of .6 miles. How many minutes does it take for the dog to catch up to the rabbit?,"How many miles does the dog run in one minute? ** The dog runs .4 miles per minute because 24 / 60 = <<24/60=.4>>.4
How many miles does the rabbit run in one minute? ** The rabbit runs .25 miles per minute because 15 / 60 = <<15/60=.25>>.25
How many minutes does the dog have to catch up to the rabbit? ** We know that .4(Number of Minutes) = .25(Number of Minutes) + .6
How many minutes does the rabbit have a head start? ** Therefore .15(Number of Minutes) = .6
How many minutes does the dog have to catch up to the rabbit? ** Therefore (Number of Minutes) = 4
#### 4"
"Heaven and her younger brother want to buy school supplies, so they ask their father for money, who gives them $100 in total to use. Heaven buys two sharpeners and four notebooks at $5 each, and her brother uses the remaining amount to buy ten erasers at $4 each and some highlighters. How much money did Heaven's brother spend on highlighters?","How much did Heaven spend on sharpeners? ** Heaven spent 2*5=$<<2*5=10>>10 on sharpeners.
How much did Heaven spend on notebooks? ** She also spent 4*5 = $<<4*5=20>>20 on notebooks.
How much did Heaven's brother spend on erasers? ** Heaven's brother used 10*4 = $<<10*4=40>>40 to buy erasers.
How much money did Heaven and her sister spend in total? ** The total amount of money Heaven and her sister spent on sharpeners, notebooks, and erasers is 40+20+10 = $<<40+20+10=70>>70
How much money did Heaven's brother spend on highlersers? ** The total amount of money her brother spent on highlighters is 100-70 =$<<100-70=30>>30
#### 30"
Rick likes to separate his collection of books into various groups by genre.  He has 400 books in total and proceeds to divide them into two separate equally-sized categories repeatedly until he has each book in a category with 24 other books.  How many times must he break these groups into smaller groups to accomplish this?,"How many books are in each category? ** Rick starts with 400 books and divides them into two categories of equal size, meaning there are two categories of 400/2= <<400/2=200>>200 books.
How many books are in each category? ** Rick repeats this process again, dividing the 200 book categories into equal halves, leaving him with 200/2=<<200/2=100>>100 books in each.
How many books are in each category? ** Rick repeats this process again, dividing the 100 book categories into equal halves, leaving him with 100/2=<<100/2=50>>50 books in each.
How many books are in each category? ** Rick repeats this process again, dividing the 50 book categories into equal halves, leaving him with 50/2=<<50/2=25>>25 books in each.
How many times must he break these groups into smaller groups to accomplish this? ** Since Rick is looking for categories with 25 books in each, he accomplishes this by the 4th step.
#### 4"
"Mary had 6 lambs and 2 of the lambs had 2 babies each.  She traded 3 lambs for one goat.  One morning, she woke up and found an extra 7 lambs in the field.  How many lambs does Mary have?","How many lambs did Mary's 2 lambs have? ** 2 of her lambs had 2 babies each so that adds 2*2 = <<2*2=4>>4 lambs
How many lambs did Mary have? ** She starts with 6 and adds 4 baby lambs so she had 6+4 = <<6+4=10>>10 lambs
How many lambs does Mary have? ** She traded 3 of those lambs for a goat so she has 10-3 =<<10-3=7>>7 lambs
How many lambs does Mary have? ** She has 7 and woke up to find 7 more lambs in the field so she has a total of 7+7 = <<7+7=14>>14 lambs
#### 14"
"Eric has 20 marbles. He has 12 white marbles, 6 blue marbles, and the rest are green marbles. How many green marbles does Eric have?","How many white and blue marbles does Eric have? ** Eric has a total of 12 + 6 = <<12+6=18>>18 white and blue marbles.
How many green marbles does Eric have? ** Thus, he has 20 - 18 = <<20-18=2>>2 green marbles.
#### 2"
Hannah bought 3 sweatshirts and 2 T-shirts. Each sweatshirt cost 15$ and each t-shirt cost 10$. How much money did Hannah spend in all?,"How much did the sweatshirts cost? ** 3 sweatshirts cost 3 x 15 = <<3*15=45>>45$
How much did the t-shirts cost? ** 2 t-shirts cost 2 x 10 =<<2*10=20>>20 $
How much money did Hannah spend in all? ** In total Hannah spent 45 + 20 = <<45+20=65>>65$
#### 65"
Arthur has 3 dogs. They eat an average of 15 pounds of food a week. One dog eats 13 pounds a week. The second eats double this. How much does the third dog eat a week?,"How much does the second dog eat? ** The second dog eats 26 pounds a week because 13 x 2 = <<13*2=26>>26
How much do the dogs eat in total? ** In total they eat 45 pounds because 3 x 15 = <<3*15=45>>45
How much does the third dog eat? ** The third dog eats 6 pounds a week because 45 - 13 - 26 = <<45-13-26=6>>6
#### 6"
"Ali has a small flower shop. He sold 4 flowers on Monday, 8 flowers on Tuesday and on Friday, he sold double the number of flowers he sold on Monday. How many flowers does Ali sell?","How many flowers did Ali sell on Tuesday and Monday? ** Combining Tuesday and Monday, Ali sold 4 + 8 = <<4+8=12>>12 flowers.
How many flowers did Ali sell on Friday? ** On Friday, he sold 2 * 4 = <<2*4=8>>8 flowers.
How many flowers did Ali sell in total? ** Altogether, Ali sold 12 + 8 = <<12+8=20>>20 flowers.
#### 20"
Jean has 60 stuffies.  She keeps 1/3 of them and then gives away the rest.  She gives 1/4 of what she gave away to her sister Janet.  How many stuffies did Janet get?,"How many stuffies did Jean keep? ** Jean kept 60/3=<<60/3=20>>20 stuffies
How many stuffies did Jean give away? ** That means she gave away 60-20=<<60-20=40>>40 stuffies
How many stuffies did Janet get? ** So Janet got 40/4=<<40/4=10>>10 stuffies
#### 10"
A family bought 1 box of pizza that is cut into 16 slices. Only three-fourths of the pizza was eaten by the family. How many slices of pizza were left?,"How many slices were eaten? ** The family ate 16 x 3/4 = <<16*3/4=12>>12 slices.
How many slices were left? ** So, there were 16 - 12 = <<16-12=4>>4 slices of pizza left.
#### 4"
Lizzy had $30. She loaned out $15 to her friend. How much will Lizzy have if her friend returned the money with an interest of 20%?,"How much money did Lizzy have initially? ** Initially, Lizzy had $30; she loaned out $15 so she has $30-$15 = $<<30-15=15>>15 left
How much money will Lizzy's friend return? ** Her friend is returning the $15 with 20% interest for a total of $15+($15*(20/100)) = $<<15+15*(20/100)=18>>18
How much money will Lizzy have after her friend returns the money? ** Lizzy will now have $15+$18 = $<<15+18=33>>33
#### 33"
Janna sleeps 7 hours each day during weekdays and 8 hours each day during weekends. How many hours does she sleep in a week?,"How many hours does Janna sleep on weekdays? ** She sleeps 7*5=<<7*5=35>>35 hours on weekdays.
How many hours does Janna sleep on weekends? ** She sleeps 8*2=<<8*2=16>>16 hours on weekends.
How many hours does Janna sleep in a week? ** 35 + 16 = <<35+16=51>>51 hours is the amount of time she sleeps in a week.
#### 51"
Sandra has a box of apples that weighs 120 pounds.  She's going to use half the weight in apples to make applesauce.  The rest will be used to make apple pies.  She needs 4 pounds of apples per pie.  How many pies will she be able to make?,"How many pounds of apples will she use for applesauce? ** The box weighs 120 pounds and she's going to use half of it to make applesauce so she'll use 120/2 = <<120/2=60>>60 pounds for applesauce
How many pounds of apples will she use for apple pies? ** The box weighs 120 pounds and she'll use 60 pounds for applesauce so that leaves 120-60 = <<120-60=60>>60 pounds of apples
How many pies will she be able|to make? ** She has 60 pounds of apples and she needs 4 pounds to make a pie so she can make 60/4 = <<60/4=15>>15 pies
#### 15"
