question,answer
"Martin is organizing a party, and he invited many of his colleagues. He invited 5 people from his hometown and twice as many people from his school. Martin invited also as many people from his sports club as the sum of people invited from his hometown and his school. The remaining invitations represent 20% of the total previously mentioned. How many people can potentially come to the party Martin is organizing?","How many people did Martin invite from his school? ** Martin invited 5 * 2 = <<5*2=10>>10 people from his school.
How many invitations did the people from the sports club get? ** People from the sports club got 5 + 10 = <<5+10=15>>15 invitations.
How many people did Martin invite in total? ** So in total from the sports club, hometown and school, Martin invited 5 + 10 + 15 = <<5+10+15=30>>30 people.
How many invitations are there in total? ** All other invitations are 20% of the previous total, which means 20/100 * 30 = <<20/100*30=6>>6.
How many people did Martin invite to his party? ** That means Martin invited to his party 30 + 6 = <<30+6=36>>36 people.
#### 36"
"Roman the Tavernmaster has $20 worth of gold coins. He sells 3 gold coins to Dorothy. After she pays him, he has $12. How many gold coins does Roman have left?","How much did Dorothy pay for each gold coin? ** Dorothy paid $12 for 3 gold coins so each gold coin is worth $12/3 = $<<12/3=4>>4
How many gold coins did Roman originally have? ** The Tavern master originally had $20 worth of gold coins which is $20/$4 = <<20/4=5>>5 gold coins
How many gold coins does Roman have left? ** He gave 3 out of 5 gold coins to Dorothy so he now has 5-3 = <<5-3=2>>2 gold coins left
#### 2"
Mark made a chalkboard that is 3 feet wide. It is 2 times as long as it is wide. What is the area of the chalkboard?,"How long is the chalkboard? ** The length of the chalkboard is 2 x the width of 3 feet = <<2*3=6>>6 feet.
How many square feet is the chalkboard? ** We can calculate area by multiplying the width and the length, so 3 feet x 6 feet = <<3*6=18>>18 feet.
#### 18"
"Jerica is twice Louis' age. Matilda is 7 years older than Jerica. If Louis is 14, how many years old is Matilda?","How old is Jerica? ** Jerica = 2 * 14 = <<2*14=28>>28
How old is Matilda? ** Matilda = 28 + 7 = <<28+7=35>>35
How old is Matilda? ** Matilda is <<35=35>>35 years old.
#### 35"
"Tara's parents gave her $90 for her birthday. Not wanting to spend it, Tara put the money in a new bank account that gains 10% interest annually. If she doesn't withdraw the money at all, how much will she have after a year?","How much interest will Tara's account yield in one year? ** In one year, Tara's account will yield an interest of 10/100*90 = <<10/100*90=9>>9 dollars
How much money will Tara have in her account after a year? ** The total in her account will therefore be 90 + 9 = <<90+9=99>>99 dollars.
#### 99"
"Hannah is buying some apples for $5 per kilogram. If she would get a 40% discount on each kilogram of apples, how much would she pay for 10 kilograms of them?","How much would the apples be discounted? ** A 40% discount on each kilogram of apples would mean the price being 40/100 * 5 = $<<40/100*5=2>>2 smaller.
How much would one kilogram of apples cost? ** So one kilogram of apples would cost not $5, but 5 - 2 = $<<5-2=3>>3.
How much would Hannah pay for 10 kilograms of apples? ** So for 10 kilograms of apples Hannah would pay 3 * 10 = $<<3*10=30>>30.
#### 30"
"Sarah's external drive showed 2.4 gigabytes free and 12.6 gigabytes used. She decided to delete a folder of size 4.6 gigabytes and store new files of 2 gigabytes. If she will transfer all her files to a new external drive of size 20 gigabytes, how many free gigabytes will the new external drive have?","How many gigabytes were used after deleting some files? ** There were 12.6 - 4.6 = <<12.6-4.6=8>>8 gigabytes used after deleting some files.
How many gigabytes were used after storing other files? ** Then, the used space went up to 8 + 2 = <<8+2=10>>10 gigabytes after storing other files.
How many free gigabytes will the new external drive have? ** Thus, the new 20 gigabytes external drive will have 20 - 10 = <<20-10=10>>10 gigabytes free.
#### 10"
James orders an 8 piece pizza.  His friend eats 2 slices and James eats half of what is left.  How many slices does James eat?,"How many slices are left after his friend eats some slices? ** There are 8-2=<<8-2=6>>6 slices left after his friend eats some slices
How many slices does James eat? ** That means So he eats 6/2=<<6/2=3>>3 slices
#### 3"
In 2010 the Chicago Bulls won 70 games. The Miami Heat won 5 more games than the Chicago Bulls.  How many games did the Bulls and the Heat win together?,"How many games did the Heat win? ** The Heat won 5 more games than the Bulls so they won 70 + 5 = <<5+70=75>>75 games.
How many games did the Bulls and the Heat win together? ** The total games won together is 70+75 = <<70+75=145>>145 games.
#### 145"
"Anahi bought a 500 pages book to write some notes on. In the first week, she wrote on 150 pages. In the second week, she wrote on 30% of the remaining pages. While continuing writing, she accidentally spilled coffee on the book and damaged 20 percent of the empty pages she was to write on. Calculate the total number of empty pages available for her to write on now.","How many empty pages are remaining? ** If she bought a 500 pages book and wrote on 150 pages, the number of empty pages remaining is 500-150 = <<500-150=350>>350 pages.
How many pages did she write on the second week? ** She then wrote on 30% of the remaining empty pages on the second week, a total of 30/100*350 = <<30/100*350=105>>105 pages
How many empty pages are remaining? ** The number of remaining empty pages is 350-105 = <<350-105=245>>245 pages.
How many pages were damaged? ** When she spilled coffee on the remaining empty pages, the number of damaged pages was 20/100*245 = <<20/100*245=49>>49
How many pages are remaining that she could write on? ** The number of empty pages remaining that she could write on is 245-49 = <<245-49=196>>196 pages
#### 196"
A group of science students went on a field trip. They took 9 vans and 10 buses. There were 8 people in each van and 27 people on each bus. How many people went on the field trip?,"How many people were in the vans? ** The vans held 9 vans * 8 people = <<9*8=72>>72 people.
How many people were on the buses? ** The buses held 10 buses * 27 people = <<10*27=270>>270 people.
How many people went on the field trip? ** The total number of people on the field trip is 72 + 270 = <<72+270=342>>342 people.
#### 342"
"A store ordered 300 more than twice as many pens as it did pencils at $5 each. If the cost of a pencil was $4, and the store ordered 15 boxes, each having 80 pencils, calculate the total amount of money they paid for the stationery.","How many pencils did the store order? ** If the store ordered 15 boxes, each having 80 pencils, they ordered 15*80 = <<15*80=1200>>1200 pencils.
How much did the store pay for the pencils? ** If the cost of a pencil was $4, the store paid $4*1200 = $<<4*1200=4800>>4800 for all the pencils.
How many pens did the store order? ** Twice as many pens as pencils that the store ordered are 2*1200= <<2*1200=2400>>2400
How many pencils did the store order? ** If A store ordered 300 more than twice as many pens as it did pencils, it ordered 2400+300= <<2400+300=2700>>2700 pencils.
How much did the store pay for the pens? ** Since the cost of the pens was $5, the store paid 2700*$5 = $<<2700*5=13500>>13500 for the pens.
How much did the store pay for the stationery? ** The total amount of money they paid for the stationery is 13500+4800 = $<<13500+4800=18300>>18300
#### 18300"
"Tyler has $100. If he buys 8 scissors for $5 each and 10 erasers for $4 each, how much of his money remains?","How much do 8 scissors cost? ** 8 * $5 = $<<8*5=40>>40 is the price of 8 scissors.
How much do 10 erasers cost? ** 10 * $4 = $<<10*4=40>>40 is the price of 10 erasers.
How much do the scissors and erasers cost in total? ** You can find the total price by adding the cost of the scissors and erasers: $40 + $40 = $<<40+40=80>>80
How much of his money remains? ** $100 - $80 = $<<100-80=20>>20 is the remaining amount of his money.
#### 20"
"The total number of books on four shelves, with 400 books each, is the same as the distance in miles that Karen bikes back to her home from the library. Calculate the total distance that Karen covers if she bikes from her home to the library and back.","How many books are on the four shelves? ** If each shelf has 400 books, then the four shelves have 4*400 = 1600 books.
How many miles does Karen bike? ** Since the total number of books on the shelves is the same as the distance that Karen bikes back home, biking to and from the library takes 1600+1600 = <<1600+1600=3200>>3200 miles
#### 3200"
John is lifting weights. He bench presses 15 pounds for 10 reps and does 3 sets. How much total weight does he move?,"How much does John press? ** He presses 15 pounds x 10 reps = <<15*10=150>>150 pounds
How much total weight does John move? ** He moves 3 sets x 150 pounds = <<3*150=450>>450 pounds in total.
#### 450"
"Bobby received his weekly paycheck today.  Although his salary is $450 per week, his actual paycheck is reduced in size because there are some taxes, insurance payments, and fees removed from his pay before his employer writes the check.  If the government removes 1/3 in federal taxes and 8% in state taxes, the health insurance removes $50 per week, the life insurance removes $20 per week, and the city charges him a fee of $10 per week for parking, then what is the final amount left in Bobby's paycheck, in dollars?","How much does the federal government take out? ** The federal government takes out 1/3*450=<<1/3*450=150>>150 dollars.
How much does the state take out? ** The state takes out 0.08*450=<<0.08*450=36>>36 dollars.
What is the final amount left in Bobby's paycheck? ** Then the final amount remaining after all the deductions are removed is 450-150-36-50-20-10=<<450-150-36-50-20-10=184>>184 dollars
#### 184"
"A new movie gets released and makes $120 million in the box office for its opening weekend.  It ends up making 3.5 times that much during its entire run.  If the production company gets to keep 60%, how much profit did they make if the movie cost $60 million to produce?","How much money did the movie make? ** Over the movies run it made 120*3.5=<<120*3.5=420>>420 million
How much money did the production company make? ** So the production company made 420,000,000*.6=$<<420000000*.6=252000000>>252,000,000
How much profit did the production company make? ** So they got a profit of 252,000,000-60,000,000=$<<252000000-60000000=192000000>>192,000,000
#### 192000000"
"Lorenzo put three full cans of thumbtacks into his pocket and went off to work at the corkboard factory. It was Lorenzo's job, as head of quality control, to test every cork board for its ability to hold thumbtacks.  He placed one thumbtack from each of the three cans of thumbtacks into every board tested.  At the end of the day, he had tested 120 boards and had 30 tacks remaining in each of the three cans.  What was the total combined number of thumbtacks from the three full cans?","How many tacks did Lorenzo test? ** At the end of the day, he had tested 120 boards, each with three tacks, for a total of 3*120=<<120*3=360>>360 tacks
How many tacks did Lorenzo have left? ** He had 30 tacks remaining in each of the three cans, for an additional 3*30=<<3*30=90>>90 thumbs tacks.
What was the total combined number of thumbtacks from the three full cans? ** Therefore, the original total combined number of thumbtacks in the three full cans of thumbtacks was 360+90=<<360+90=450>>450 thumbtacks.
#### 450"
There are 180 school days in the academic year. Aliyah packs a lunch half the time. Becky packs her lunch half as much as Aliyah. How many days a year does Becky pack her lunch?,"How many times does Aliyah pack her lunch? ** Aliyah packs her lunch ½ the time, so in 180 school days / 2 = she packs her lunch <<180/2=90>>90 times.
How many times does Becky pack her lunch? ** Becky packs her lunch ½ as much as Aliyah, so 90 times / 2 = <<90/2=45>>45 times a year.
#### 45"
"A book has 8 chapters. Beth has read 2 chapters in 3 hours. If she continues reading at that rate, in how many hours will she be able to finish reading the remaining chapters?","How many chapters does Beth still need to read? ** Beth still needs to read 8 - 2 = <<8-2=6>>6 chapters.
How many hours does it take Beth to read a chapter? ** She can read 1 chapter in 3/2 = <<1.5=1.5>>1.5 hours.
How many hours will Beth be able|endoftext|>|endoftext|>|endoftext|>|endoftext|>|endoftext|>|endoftext|>|endoftext|>| ** Therefore, she will be able to finish reading the remaining chapters in 1.5 x 6 = <<1.5*6=9>>9 hours.
#### 9"
"A play was held in an auditorium and its ticket costs $10. An auditorium has 20 rows and each row has 10 seats. If only 3/4 of the seats were sold, how much was earned from the play?","How many seats are there? ** There are 20 x 10 = <<20*10=200>>200 seats in the auditorium.
How many seats were sold? ** Only 200 x 3/4 = <<200*3/4=150>>150 seats were sold.
How much was earned from the play? ** Hence, the earnings from the play is $10 x 150 = $<<10*150=1500>>1500.
#### 1500"
"Jessica has a basic cable television service for $15 per month. If she adds the movie channels, it will cost an additional $12 per month. The sports channels cost $3 less per month than the movie channels. If Jessica adds the movie channels and the sports channels, what will her total monthly payment be?","How much do the sports channels cost? ** The sports channels cost $12 - $3 = $<<12-3=9>>9 per month.
How much does Jessica have to pay in total? ** Jessica has to pay $15 + $12 + $9 = $<<15+12+9=36>>36 in total per month.
#### 36"
Jeremie wants to go to an amusement park with 3 friends at the end of summer. Tickets are $18 for children and a set of snack cost $5. How much will it cost Jeremie and her 3 friends to go to the amusement park and buy each of them a set of snacks?,"How many people will go to the park? ** There are 1 + 3 = <<1+3=4>>4 of them who will go to the park.
How much will the ticket and a set of snack cost? ** The ticket and a set of snack cost $18 + $5 = $<<18+5=23>>23.
How much will it cost Jeremie and her 3 friends to go to the amusement park and buy each of them a set of snacks? ** So, it will cost Jerimee and her 3 friends $23 x 4 = $<<23*4=92>>92.
#### 92"
"An author of a book got 6% of the total sales of the paper cover version of his books and 12% of the total sales of the hardcover version. If 32,000 copies of the paper cover version were sold at $0.20 each and 15,000 copies of the hardcover version were sold at $0.40 each, how much did the author earn?","How much did the paper cover version sell for? ** The total earnings for the paper cover version were $0.20 x 32 000 = $<<0.20*32000=6400>>6,400.
How much did the paper cover version earn? ** So, the author earned $6,400 x 6/100 = $384 from the paper cover version.
How much did the hardcover version sell for? ** The total earnings for the hardcover version were $0.40 x 15,000 = $<<0.40*15000=6000>>6,000.
How much did the hardcover version earn? ** So, the author earned $6,000 x 12/100 = $<<6000*12/100=720>>720 from the hardcover version.
How much did the author earn? ** Therefore, the author earned a total of $384 + $720 = $<<384+720=1104>>1104.
#### 1104"
"A mother is serving pizza at her son's birthday party.  After buying 5 pizzas, she must decide how many slices to divide each pizza into so that everyone at the party ends up with an equal number of slices.  There are a total of 20 children at the party, and she can choose to divide each pizza into either 6, 8, or 10 slices.  Assuming she does not want to throw away any pizza, how should many slices should she choose to divide the pizzas into to make sure everyone receives an equal amount?","How many slices are there in each pizza? ** Checking each possibility, we can see that dividing each pizza into 6 slices yields 5*6 = 30 total slices, dividing each pizza into 8 slices yields 5*8 = 40 total slices, and dividing each pizza into 10 slices yields 5*10 = 50 total slices.
How many slices must each child receive? ** Because each child must receive the same number of slices, the total number of slices must be evenly divisible by 20.
How many slices should the mother divide each pizza into? ** The only option that satisfies this requirement is dividing the pizza into 8 slices, as 40/20 = 2 slices per child. Therefore, the mother should divide each pizza into 8 slices.
#### 8"
"Carly practices her butterfly stroke for 3 hours a day, 4 days a week, and her backstroke for 2 hours a day, six days a week. How much time does she spend practicing swimming in a month with 4 weeks?","How many hours does Carly practice the butterfly stroke in a week? ** First find the total time Carly practices the butterfly stroke in a week: 3 hours/day * 4 days/week = <<3*4=12>>12 hours/week
How many hours does Carly practice the backstroke stroke in a week? ** Then find the total time Carly practices the backstroke stroke in a week: 2 hours/day * 6 days/week = <<2*6=12>>12 hours/week
How many hours does Carly practice swimming in a week? ** Then add those two amounts of time to find her total practice time each week: 12 hours/week + 12 hours/week = <<12+12=24>>24 hours/week
How many hours does Carly practice swimming in a month? ** Then multiply her weekly practice time by the number of weeks in a month to find her monthly practice time: 24 hours/week * 4 weeks/month = <<24*4=96>>96 hours/month
#### 96"
"Tim has 22 cans of soda. Jeff comes by, and takes 6 cans of soda from Tim. Tim then goes and buys another half the amount of soda cans he had left. How many cans of soda does Tim have in the end?","After Jeff comes by, how many cans of soda does Tim have left? ** After Jeff comes by, Tim has 22-6=<<22-6=16>>16 cans left.
How many more cans does Tim buy? ** Tim buys 16/2=<<16/2=8>>8 more cans.
How many cans of soda does Tim have in the end? ** Tim has 16+8=<<16+8=24>>24 cans in the end.
#### 24"
There are 4 trains waiting at a train station and each train has 4 carriages. Each carriage has 3 rows of wheels and the rows of wheels have 5 wheels each. How many wheels are at the train station?,"How many wheels are in each carriage? ** Each carriage has 3 rows of wheels * 5 wheels per row = <<3*5=15>>15 wheels.
How many wheels are on each train? ** So each train has 4 carriages * 15 wheels per carriage = <<4*15=60>>60 wheels.
How many wheels are at the train station? ** There is therefore a total of 4 trains * 60 wheels per train = <<4*60=240>>240 wheels at the train station.
#### 240"
"Jenny makes and freezes pans of lasagna all week so she can sell them at the market on the weekend.  It costs Jenny $10.00 in ingredients to make 1 pan of lasagna.  If she makes and sells 20 pans over the weekend at $25.00 apiece, how much does she make after factoring in expenses?","How much does it cost to make 20 pans? ** Each pan costs $10.00 to make so for 20 pans, it will cost 10*20 = $<<10*20=200.00>>200.00
How much does she make after selling 20 pans? ** She sells each of the 20 pans for $25.00 each so she will make 20*25 = $<<20*25=500.00>>500.00
How much does she make after factoring in expenses? ** She makes $500.00 and spent $200.00 on ingredients so she makes 500-200 = $<<500-200=300.00>>300.00
#### 300"
"In 3 years, Jayden will be half of Ernesto's age. If Ernesto is 11 years old, how many years old is Jayden now?","How old will Ernesto be in 3 years? ** Ernesto = 11 + 3 = <<11+3=14>>14
How old will Jayden be in 3 years? ** Jayden = 14/2 = <<14/2=7>>7 in 3 years
How old is Jayden now? ** Now = 7 - 3 = <<7-3=4>>4
How old is Jayden now? ** Jayden is 4 years old.
#### 4"
John travels 150 miles in 2 hours.  The speed limit is 60 mph.  How many mph above the speed limit was he driving?,"How fast was John traveling? ** He was driving 150/2=<<150/2=75>>75 mph
How fast was John driving above the speed limit? ** So he was 75-60=<<75-60=15>>15 mph above the speed limit
#### 15"
Mr. Alonzo harvested 245.5 kg of tomatoes. He sold 125.5 kg to Mrs. Maxwell and 78 kg to Mr. Wilson. How many kilograms of tomatoes are not sold?,"How many kilograms of tomatoes were sold? ** Mr. Alonzo was able to sell 125.5 + 78 = <<125.5+78=203.5>>203.5 kg of tomatoes.
How many kilograms of tomatoes are not sold? ** So, there are 245.5 - 203.5 = <<245.5-203.5=42>>42 kg unsold tomatoes.
#### 42"
"For a school fundraiser, Chandler needs to sell 12 rolls of wrapping paper. So far, he has sold 3 rolls to his grandmother, 4 rolls to his uncle, and 3 rolls to a neighbor. How many more rolls of wrapping paper does Chandler need to sell?","How many rolls of wrapping paper has Chandler sold? ** Chandler has sold 3 rolls + 4 rolls + 3 rolls = <<3+4+3=10>>10 rolls.
How many more rolls of wrapping paper does Chandler need to sell? ** Chandler still needs to sell 12 rolls – 10 rolls = <<12-10=2>>2 rolls.
#### 2"
"Mike began to train to play basketball every day for a tournament. One day he plays a maximum of 2 hours. After a week of training, he increased the maximum time to 3 hours. How many hours did Mike train during the first two weeks?","How many hours did Mike train in the first week? ** One week is 7 days, so for one week, Mike trained for 7 * 2 = <<7*2=14>>14 hours.
How many hours did Mike train in the second week? ** The second week he began to train for 3 hours a day, so he trained for 7 * 3 = <<7*3=21>>21 hours.
How many hours did Mike train in the first two weeks? ** That means Mike in total trained for 21 + 14 = <<21+14=35>>35 hours.
#### 35"
"John decides to start collecting art.  He pays the same price for his first 3 pieces of art and the total price came to $45,000.  The next piece of art was 50% more expensive than those.  How much did all the art cost?","How much did the first 3 pieces cost? ** The first 3 pieces each cost 45000/3=$<<45000/3=15000>>15,000
How much did the next piece cost? ** So the next piece was 15,000*.5=$<<15000*.5=7500>>7,500 more expensive
How much did all the art cost? ** That means it cost 15,000+7,500=$<<15000+7500=22500>>22,500
How much did all the art cost? ** That means in total he spent 45,000+22,500=$67,500
#### 67,500"
A rectangle has a length of 40 meters and a width of 20 meters. A similar smaller rectangle has half the length and width of the big rectangle. What's the area of the smaller rectangle?,"How long is the smaller rectangle? ** The length of the smaller rectangle is 1/2*40 = <<1/2*40=20>>20 meters.
How wide is the smaller rectangle? ** The width of the smaller rectangle is 1/2*20 = <<1/2*20=10>>10 meters.
What is the area of the smaller rectangle? ** Since the area of a rectangle is found by multiplying the length times the width, the total area of the smaller rectangle is 20*10 = <<20*10=200>>200 meters square.
#### 200"
James and Lisa ordered 2 small pizzas. Each pizza has 6 slices. James ate 2/3 of all the slices. How many slices of pizza did James eat?,"How many slices are there? ** There are a total of 2 * 6 = <<2*6=12>>12 slices of pizza.
How many slices did James eat? ** Since James ate 2/3 of all the slices, he ate 2/3 * 12 = <<2/3*12=8>>8 slices of pizza.
#### 8"
"The city of Richmond has 1000 more people than Victoria. Victoria has 4 times as many people as Beacon. If Richmond has 3000 people, how many people are there in Beacon?","How many people are there in Victoria? ** Victoria has 3000-1000=<<3000-1000=2000>>2000 people.
How many people are there in Beacon? ** Beacon has 2000/4=<<2000/4=500>>500 people.
#### 500"
"Peter bought 4 new notebooks for school. 2 of them are green, one is black and the other one is pink. The total cost was $45. If the black notebook cost $15, and the pink one cost $10, how much did the green notebooks cost each?","How much did the black and pink notebooks cost together? ** The black and pink notebook cost a total of $15 + $10 = $<<15+10=25>>25
How much did the green notebooks cost together? ** The green notebooks cost a total of $45 - $25 = $<<45-25=20>>20
How much did each green notebook cost? ** Each green notebook cost $20 / 2 = $<<20/2=10>>10
#### 10"
"Grant has four times as many vacations as Kelvin has classes. If Kelvin has 90 classes, how many vacations and classes do Grant and Kelvin have altogether?","How many vacations does Grant have? ** Grant has 4*90 = <<4*90=360>>360 vacations.
How many vacations and classes do Grant and Kelvin have altogether? ** In total, they have 360 + 90 = <<360+90=450>>450 vacations and classes.
#### 450"
OpenAI runs a robotics competition that limits the weight of each robot. Each robot can be no more than twice the minimum weight and no less than 5 pounds heavier than the standard robot. The standard robot weighs 100 pounds. What is the maximum weight of a robot in the competition?,"What is the minimum weight of a robot in the competition? ** the minimum is 5 more than 100 so 100+5=<<100+5=105>>105
What is the maximum weight of a robot in the competition? ** the maximum weight of a robot is twice the minimum 105*2=<<105*2=210>>210
#### 210"
"A parking area near Peter's house is 4 stories tall. There are 4 open parking spots on the first level. There are 7 more open parking spots on the second level than on the first level, and there are 6 more open parking spots on the third level than on the second level. There are 14 open parking spots on the fourth level. How many open parking spots are there in all?","How many open parking spots are there on the second level? ** The number of open parking spots on the second level is 4 spots + 7 spots = <<4+7=11>>11 spots.
How many open parking spots are there on the third level? ** The number of open parking spots on the third level is 11 spots + 6 spots = <<11+6=17>>17 spots.
How many open parking spots are there in all? ** There are 4 spots + 11 spots + 17 spots + 14 spots = <<4+11+17+14=46>>46 open parking spots in all.
#### 46"
Shelby had $20 to take to the book fair. She bought one book for $8 and another for $4. She decided to buy as many $4 posters as she could with the money she had left. How many posters can she buy?,"How much did Shelby spend on books? ** She spent $8 + $4 = $<<8+4=12>>12 on books.
How much money does Shelby have left? ** She started with $20, so she has $20 - $12 = $<<20-12=8>>8 left to spend on posters.
How many posters can Shelby buy? ** Each poster costs $4, so she can buy $8 / $4 = <<8/4=2>>2 posters.
#### 2"
Jaron wants to raise enough money selling candy bars to win the Nintendo Switch prize. He needs 2000 points for the Nintendo Switch. He has already sold 8 chocolate bunnies that are worth 100 points each. Each Snickers bar he sells earns 25 points. How many Snickers bars does he need to sell the win the Nintendo Switch?,"How many points has Jaron earned? ** Jaron has earned a total of 8 * 100 points = <<8*100=800>>800 points.
How many points does Jaron need to win the Nintendo Switch? ** To win the Switch he needs to earn 2000 - 800 = <<2000-800=1200>>1200 points.
How many Snickers bars does he need to sell to win the Nintendo Switch? ** Therefore, he needs to sell 1200 / 25 = <<1200/25=48>>48 Snickers bars.
#### 48"
Your mom bought a refrigerator and a washing machine. Note that the price of the refrigerator is $4275 and the price of the washing machine is $1490 less than the price of the refrigerator. Calculate the total price of the purchases in dollars.,"How much does the washing machine cost? ** The price of the washing machine is $4275 - $1490 = $<<4275-1490=2785>>2785.
How much does the refrigerator and washing machine cost together? ** The total price of the purchases is $4275 + $2785 = $<<4275+2785=7060>>7060.
#### 7060"
"The cost of transporting 80 bags of cement, each weighing 50 kgs, is $6000. What's the cost of transporting three times as many cement bags, each weighing 3/5 times as many kgs?","How many cement bags are there? ** Three times as many cement bags is 3*80 = <<3*80=240>>240 cement bags.
How much does a bag of cement weigh? ** If a bag of cement weighs 50 kg, 3/5 times as much weight is 3/5*50 = <<3/5*50=30>>30 kgs.
How much does it cost to transport one bag of cement? ** If the cost of transporting 80 bags of cement, each weighing 50 kgs, is $6000, the cost of transporting one bag of cement weighing 50 kg is $6000/80 = $<<6000/80=75>>75
How much does a bag weighing 30 kgs cost to transport? ** Since a bag weighing 50 kgs costs $75 to transport, a bag weighing 30 kgs will cost 30* $75/50 = $<<30*75/50=45>>45 to transport.
How much does it cost to transport 240 bags of cement? ** The cost of transporting 240 cement bags each weighing 30 kgs is $45*240 = $<<45*240=10800>>10800
#### 10800"
A local business was selling 25 raffle tickets to raise money for charity.  Each ticket cost $2.00 apiece.  They sold all the tickets and also received 2 $15 donations and a $20 donation.  How much money did they raise?,"How much did they sell? ** They sold 25 raffle tickets at $2.00 a piece so 25*2 = $<<25*2=50.00>>50.00
How much did they receive? ** They received 2 $15.00 donations so 2*15 = $<<2*15=30>>30
How much money did they raise? ** With another donation of $20, in total, they raised 50+30+20 = $<<50+30+20=100.00>>100.00
#### 100"
"Pat's Pool Supply has three times as many swimming pools as Pat's Ark & Athletic Wear store. If Pat's Ark & Athletic Wear store has 200 pools, how many pools do they have in total?","How many pools does Pat's Pool Supply have? ** Since Pat's Ark & Athletic Wear store has 200 pools, Pat's Pool Supply has 3*200 = <<3*200=600>>600 swimming pools.
How many pools do Pat's Pool Supply and Pat's Ark & Athletic Wear store have in total? ** Together, they have 600+200 = <<600+200=800>>800 swimming pools.
#### 800"
"Samuel has $5, $10, and $20 bills which amount to $150 in his wallet. His $10-bills amount to $50, and he has 4 $20-bills. How many bills does Samuel have in his wallet?","How many $20-bills does Samuel have? ** His $20 bills amount to 4 x $20 = $<<4*20=80>>80.
How many bills does Samuel have? ** So the total amount of the $10 and $20 bills is $80 + $50 = $<<80+50=130>>130.
How many $5-bills does Samuel have? ** Hence, the remaining $5 bills amount to $150 - $130 = $20.
How many $5-bills does Samuel have? ** This means that there are $20/$5 = <<20/5=4>>4 $5 bills.
How many $10-bills does Samuel have? ** There are also $50/$10 = 5 $10 bills.
How many bills does Samuel have? ** Therefore, Samuel has 4 + 4 + 5 = <<4+4+5=13>>13 bills in his wallet.
#### 13"
"Vermont opened up 4 web pages on his web browser and found 12 ads on the first web page and twice as many ads on the second web page as the first web page. When he opened the third web page, he found 24 more ads than the number of ads on the second web page. If the fourth web page had 3/4 times as many ads as the second web page, calculate the total number of ads Vermont clicked on if he clicked on 2/3 of them.","How many ads did Vermont find on the second web page? ** If Vermont found 12 ads on the first web page and twice as many ads on the second web page as the first web page, he found 12*2 = <<12*2=24>>24 ads on the second web page.
How many ads did Vermont find on the first and second web pages? ** The first and the second web page had a total of 12+24 =<<12+24=36>>36
How many ads did Vermont find on the third web page? ** Vermont also found 24 more ads on the third web page than the second web page, a total of 24+24 = <<24+24=48>>48 ads.
How many ads did Vermont find on the first three web pages? ** The first three web pages had 48+36 = <<48+36=84>>84 ads
How many ads did Vermont find on the fourth web page? ** The fourth web page had 3/4 times as many ads as the second web page, a total of 3/4*24 =<<3/4*24=18>>18 ads
How many ads did Vermont find in all the web pages he opened? ** In all the web pages Vermont opened, he found 84+18 = <<84+18=102>>102 ads
How many ads did Vermont click on? ** If he clicked on 2/3 of them, he clicked on 2/3*102=<<2/3*102=68>>68 ads.
#### 68"
"Casey is going to stay at a motel while she works her summer job as a ski instructor. The hotel charges $280/week or $1000/month. If Casey will be staying 3 months, each with exactly 4 weeks, how much money does she save by paying monthly?","How many weeks will Casey stay? ** First find the number of weeks Casey stays: 3 months * 4 weeks/month = <<3*4=12>>12 weeks
How much would Casey pay in total? ** Then multiply that number by the weekly rate to find how much she would pay weekly: 12 weeks * $280/week = $<<12*280=3360>>3360
How much does Casey pay in total? ** Then multiply the number of months she stays by the monthly rate to find how much she pays monthly: $1000/month * 3 months = $<<1000*3=3000>>3000
How much does Casey save by paying monthly? ** Then subtract that number from the total amount she pays if she pays weekly to find her savings: $3360 - $3000 = $<<3360-3000=360>>360
#### 360"
"Rikki is writing and selling poetry. He sells his poems for $.01 a word. He can write 25 words of poetry in 5 minutes. If he has 2 hours to write poetry, how much can he expect to earn?","How many hours will Rikki write? ** He will write for 120 hours because 2 x 60 = <<2*60=120>>120
How many units will Rikki write? ** He will write for 24 units of five minutes each because 120 / 5 = <<120/5=24>>24
How many words can Rikki write? ** He can write 600 words because 24 x 25 = <<24*25=600>>600
How much can Rikki earn? ** He can earn $6 because 600 x .01 = <<600*.01=6>>6
#### 6"
"A zoo has 8 parrots. It 3 times the number of snakes than parrots and 2 times the number of monkeys than snakes. The number of elephants is half the number of parrots and snakes added up, and there are 3 fewer zebras than elephants. What is the difference in number between the zebras and the monkeys?","How many snakes are there? ** The zoo has 8 x 3 = <<8*3=24>>24 snakes.
How many monkeys are there? ** It has 24 x 2 = <<24*2=48>>48 monkeys.
How many parrots and snakes are there? ** The number of parrots and snakes added up is 8 + 24 = <<8+24=32>>32
How many elephants are there? ** There are 32/2 = <<32/2=16>>16 elephants.
How many zebras are there? ** There are 16 - 3 = <<16-3=13>>13 zebras.
What is the difference in number between the zebras and the monkeys? ** The difference between zebras and monkeys is 48 - 13 = <<48-13=35>>35
#### 35"
