answer,choices,question,subject
3,"[Don't lose heart, Share your happiness, Live a simple life, Let's cheer ourselves up]","Just be happy. Sounds too simplistic, doesn't it? But, in reality, we can have much more happiness if we choose to consider things from a positive point of view. Everyone experiences the ups and downs of life, however, we can make a decision to take advantage of the negative or practice what the old saying says to do:"" _ !""      It really boils down to your attitude and you have the ability to work your attitude into any shape you like. Here are some tips: *Ignore those who tell you life is too difficult to be happy. what do they know? *When you awaken each morning, be thankful for another day, even if it's raining. *Smile at those you meet, even if they don't return the favor. *Don't borrow trouble. Each day has enough of its own. *Don't allow trouble to bury you in its gray depth of sorrow. *Don't give in to negative thinking. *Be positive even when others are not. *Refuse to give up on anything worth having or doing. *Do something you enjoy each day, even if it's just a walk in your neighborhood. * Whistle  as you go though the day. *Work at being happy because it's worth it. You're human, like everyone else, and from time to time you need a little pick-me-up in your decision to be happy. When you reach that stage, find someone else who has decided to be happy. Join forces with him and march forward in your decision to be a happy person. Simply speaking, a happy person is not a person in a certain set of circumstances  but rather a person with a certain set of attitudes. Choose today to just be happy----as much as it depends on you! The best title for the passage might be ""  _  "".",""
1,"[Australian-born Chinese, American-born Chinese, China-born American, American-born Canadian]","You may know the English letters A, B and C. But do you know there are people called ABC? You may like eating bananas. But do you know there are people called ""banana persons""? If you don't know, I will tell you. They are Chinese people like you and me, but they aren't in China. Why do people call them that? ABC means America -born Chinese. An ABC is a Chinese, but was born in the United States. Sometimes, people also call them ""banana persons"". A banana is yellow outside and white inside. So when a person is a banana, he or she is white (American) inside and yellow (Chinese) outside. They are born in America and they live in America for a long time. Even their nationalities  are Americans. So they think like Americans and do things like Americans. But they still have Chinese blood. Their parents, grandparents or great-grandparents were from China. They all have black eyes and black hair. So they look like us, Chinese people. For example, we all know the famous scientist C.N. Yang . He is an ABC and he is a ""banana person"". We like him, although his nationality isn't Chinese. What does ABC here mean?",""
3,"[his daughter has been missing him badly, he was getting bored with the endless flights, he hoped to get his daughter to listen to her, he wanted to experience his daughter's milestones]","A U.S. dad quit his job, giving up a massive salary, after his 10-year-old daughter gave him a 22-point list outlining all the events he missed so far during the year. As the CEO of the $2 trillion global investment fund PIMCO, Mohamed El-Erian shocked the finance industry when he quit in January. El-Erian said it was about a year ago when he was repeatedly asking his daughter to brush her teeth, but she wasn't listening. When he asked her why, she responded with a list of 22 milestones he had missed: like the first day of school and the first soccer game of the season. ""And the school year wasn't yet over,"" El-Erian wrote. ""I felt awful and got defensive: I had a good excuse for each missed event! Travel, important meetings, and urgent phone call, sudden to-dos. But it dawned on me that I was missing an infinitely more important point. My work-life balance had gotten out of whack, and the imbalance was hurting my very special relationship with my daughter. I was not making enough time for her."" El-Erian explained he was struggling with the same thing so many parents do--work-life balance. Dads who are quitting their profit-making jobs to improve work-life balance is a subject that is getting more traction as some high-profile executive have recently written about their experiences. Last month, former MongoDB CEO Max Schireson wrote a blog post for Time about his decision to step down from the company's top job. He wrote that he struggled to make time for his three children because he was flying around half a million kilometres a year for work. ""I was not with my kids when our puppy was hit by a car, or when my son had an emergency surgery,"" Schireson wrote. On an overnight flight to Texas he woke up in Arizona to discover the plane made an emergency landing and some traumatized crew members had to be replaced. He decided it was time to address his work-life balance. Quitting is something El-Erian and Schireson were financially able to do, but El-Erian recognizes most people don't have this luxury. He hopes companies will pay attention to improving work-life balance for their employees. El-Erian now manages ""a portfolio of part-time jobs"" that don't require as much travel. He alternates mornings with his wife taking their daughter to school and he often picks her up from school. ""So far, it's been the right decision for me,"" he wrote. ""I'm so grateful that this is providing me greater opportunity to experience key moments in my daughter's life before they're all too quickly gone."" El-Erian resigned from PIMCO mainly because   _  .",""
0,"[The History of the Olympics, How Coubertin Set up IOC, The First Modern Olympic Games, Great Changes in Olympic Games]","The first ancient Olympic Games for which we still have written records were held in 776 BC. Coroebus won the only event at the Olympics. This made him the first Olympic champion in history. Then the Olympic Games developed and continued to be held every four years. In 393 AD, the Roman Emperor Theodosius I, a Christian, put a stop to the Games.  In 1892, a young Frenchman named Pierre de Coubertin suggested starting the Olympic Games again but failed. Two years later, Coubertin organized a meeting with 79 people representing nine countries. At this meeting he got what he wanted. All the delegates at the meeting voted for the Olympic Games. They also decided to have Coubertin found an international committee   to organize the Games. This committee became the International Olympic Committee (IOC) and Demetrious Vikelas from Greece was chosen to be its first president. Athens was chosen for the revival   of the Olympic Games and the planning began. The first modern Olympic Games opened in the first week of April, 1896. Since the Greek government didn't have enough money to build a stadium, a wealthy Greek man, Georgios Averoff, donated over $100,000 to repair the Panathenaic Stadium built in 330 BC.Since the Games were not well publicized   internationally, athletes were not nationally chosen but rather came by themselves. Some athletes were tourists who happened to be in the area during the Games. The best title for the passage would be   _  .",""
1,"[At their home., At Jack' s home., In a library., In a school.]","Look at this photo!  It is a photo of Sam' s family and Jack' s family. They are at Jack' s home. They have a party there. Sam and Jack are good friends. Jack and his family will go on a round-the-world journey . They will start  from their home in America, and they will go to Japan, China,  India,  Australia,  Egypt, England, etc. Jack and his family have the party to say goodbye to their friends. Jack' s son Nick is only 8. Sam's son, William, is Nick's good friend. He can't see Nick for a long time. He gives Nick a nice pen. He says it can help Nick remember  good things on their journey . In the photo, where are Sam and his family?",""
3,"[120., 700., 780., 5,400.]","Owning a personal island is a luxurious treat one can imagine. New Holland Island $400 million, 18 acres Roman Abramovich Investment Banker Located in Saint Petersburg Canal in Russia, the island takes its name after its resemblance to areas in Amsterdam. The owner plans to turn it into a cultural center. The new look of this island is expected to be revealed in another six years. Musha Cay Island $150 million, 700 acres David Copperfield Famous magician World-famous magician David Copperfield has developed the island located in the southern part of Bahamas into a magical resort   with adventures, treasure hunts, luxurious apartments, and water sports. All these, for $32,250 a night! Mago Island $10 million, 5,400 acres Mel Gibson Actor Interestingly, this island is almost the size of a small country! Mel Gibson does not plan on developing it into a resort, thus keeping its natural beauty. Mosquito Island $15 million, 120 acres Richard Branson Investor This island is rich in eco-diversity and is also one of the rich rainforest places. Branson plans to make this island the most eco-friendly and develop the biodiversity   of this island. James Island $19 million, 780 acres Craig McCaw Cell phone pioneer Craig McCaw plans to develop the island, but not at the cost of losing its natural beauty. Smoking is banned on the island, and only electric bikes or cars are used for transport. All power lines are laid underground. The island also has a golf course designed by the excellent golf champion Jack Nicklaus. Allan Island $13.5 million, 292 acres Paul Allen Investor The island is reportedly named after a hero, and Paul Allen plans on building a vacation home here. However, his vacation home was built on another island nearby. So, the Allan Island now has only a caretaker's small house without electricity. And it is up for sale. Hands anybody? How many acres does the cheapest island of the six cover?",""
3,"[copy actors' voices, arrange fight scenes, help actors who are hurt, record sounds for films]","When I was about eight years old, I decided that I wanted to be a famous film star when I grew up. Well, I'm not a famous film star, but I do work for a film studio, and I do meet famous actors every day. I'm a Foley artist--I make the sounds that are added to films after they have been filmed. Why does this need to be done? Well, if actors are filming a fight scene, you can't expect them to really hit each other or break each other's bones, so Foley artists have to find suitable sound. If you come into my studio and find me throwing wet towels   at the wall and breaking carrots in half, don't worry. I'm just recording a fight scene. When my kids were little, they loved our Christmas films because we always needed to record the sound of children walking on snow. It doesn't often snow in California, so I had to create the sound in the studio. I used to cover part of studio floor with salt crystals   and pour thick flour   over the top. Then I brought my kids and their friends to the studio so that I could record them walking in the ""snow"". After the recording, they never wanted to leave; they stayed and played, they got ""snow"" in their shoes, on their clothes, even in their hair! These days studios use computers to create such common sounds as footsteps on snow. Some Foley artists see computers as a threat   but I welcome the new technology. A lot of ""everyday"" sounds used to take a whole day to create, so there was a lot of pressure   to get everything done on time. With computers, there's a lot less stress and I can devote more of my time to creating unusual sound effects. As long as people keep coming up with new ideas for films, studios will need Foley artists to come up with the sounds for them. The writer's job is to  _  .",""
1,"[himself, the kind minister, the bad minister, all the ministers]","Once there was a king. He had two old ministers. One was kind and the other was bad. The bad minister often said bad words about the kind minister before the king. The king was very angry. One day the king said to the bad minister, ""Write two words on two pieces of paper. Write 'live' on one piece and 'die' on the other. Then put them in a jar and tell him to choose. If he takes out the paper with 'live' on it, I'll let him go. If he takes out the paper with 'die' on it, I'll kill him at once. "" The bad minister was quite happy. He got two pieces of paper ready. He wrote 'die' on each piece of paper. The kind old man came. He knew the bad minister wanted to kill him. He also knew the words on the two pieces were both ""die"". But he knew what to do. Later the king had to keep his word and let the old minister go. Do you know what the kind man did about this at that time? He chose a piece of paper and ate it, When they saw the word ""die"" on the other piece, the king and other ministers thought the word on the piece that the kind man had eaten must be ""live"", so he saved his own life by his cleverness . The king was angry with   _  .",""
1,"[it's their jobs, they want to make a living in this way, more and more people love to help them, they are a part of the society]","Have you been asked for money by some disabled beggars   while you're enjoying shopping? Do you have any pity on them who are so poor and lonely or do you just feel afraid of their terrible shapes? As one of the most special groups, disabled people's living conditions -- not only their material   conditions, but their mental   world -- really need improvement. The treatment for disabled people should go like this: First, don't look down upon them. Don't be afraid of looking at the terrible shapes of the disabled. Try to treat them _ . Because they are a part of the society  ,we cant discard   them. The second is to help them as much as we could. If you can be a volunteer and do some work for the disabled people, that would be very nice. That does help not only to the disabled people but also to yourself because you will feel good after your kind action. If every one of us gives a little love, the world will become a beautiful wonderland! Most disabled people are begging   along the streets because  _  .",""
0,"[The introduction to a book on fast reading, A local newspaper for young people, A school newspaper run by students, The introduction to an English textbook]","A higher reading rate, with no loss of comprehension, will help you in other subjects as well as in English, and the general principles apply to any language. Naturally, you will not read every book at the same speed .You would expect to read a newspaper, for example, much more rapidly than a physics or economics textbook -but you can raise your average reading speed over the whole range of materials you wish to cover so that the percentage gained will be the same whatever kind of reading you are concerned with. The reading passages which follow are all of an average level of difficulty for your stage of instruction. They are all about five hundred words long .They are about topics of general interest which do not require a great deal of specialized knowledge. Thus fall between the kind of reading you might find in your textbooks and the much less demanding kind you will find in a newspaper or light novel .If you read this kind of English, with understanding at four hundred words per minute, you might skim through a newspaper at perhaps 650--700 ,while with a difficult textbook you might drop to two hundred or two hundred and fifty. ks5u Perhaps you would like to know what reading speeds are common among native English-speaking university students and how those speeds can be improved .Tests in Minnesota, U.S.A., for example ,have shown that students without special training can read English of average difficulty ,for example, Tolstoy's War and Peace in translation ,at speeds of between 240--250 words per minute with about seventy percent comprehension .Students in Minnesota claim that after twelve half-hour lessons ,once a week, the reading speed can be increased ,with no loss of comprehension ,to around five hundred words per minute. Where do you think the passage is taken from ?  _  .",""
3,"[they could stop the game finally, they wanted to do something else, they thought they had won the game, they felt that they could trust each other]","Would you completely trust your friends if you couldn't see anything? If you are falling, do you believe they will catch you and help you stand up? Our teacher helped us to find the answer. Our teacher is named Morrie. One day, he said that he had a game for us to try. He divided us into two groups. One of the students from the first group, stands in front of us with his eyes closed, and then falls backwards . The second group stand behind him. Before he falls on the floor, they should catch him and not let him get hurt. Most of us were uncomfortable with this. We were afraid that they wouldn't catch us and we would hit the floor. So we didn't move. We just stood there and laughed in embarrassment . Finally, one student, thin, quiet, dark-haired girl called Sarah, decided to move. She crossed her arms in front of her body, closed her eyes, and slowly fell backwards. She looked quiet but brave. For a moment, I was sure she was going to fall on the floor. But before she hit the floor, the other students caught her, held her and finally helped her stand up. ""Whoa!!"" we were all surprised, and also encouraged. The girl was happy, too. Seeing this, Morrie smiled and said to the girl, ""When you close your eyes, you can't see anything. You won't feel safe. When you are falling, the feeling gets stronger. You are not sure whether you will hit the cold, hard floor or the warm, soft hands of your friends. But if you are brave enough to trust them, they won't let you down."" The students felt encouraged because   _  .",""
1,"[parents are to blame for any bad behavior of their children, children's personality is largely shaped by their friends and neighbors, nature rather than nurture has a significant effect on children' s personality development, parents will affect greatly the children's life in the long run]","Bringing up children is hard work, and you are often to blame for any bad behavior of your children. If so, Judith Rich Harris has good news for you. Parents, she argues, have no important long -term effects on the development of the personality of their children. Far more important are their playground friends and neighborhood. Ms. Harris takes to hitting the assumption, which has dominated  developmental psychology for almost half a century. Ms. Harris's attack on the developmental psychologists' ""nurture"" argument looks likely to reinforce  doubts that the profession was already having. If parents matter, why is it that two adopted children, brought up in the same home, are no more similar in personality than two adopted children brought up in separate homes? Or that a pair of identical twins, brought up in the same home, are no more alike than a pair of identical twins brought up in different homes? Difficult as it is to track the clear effects of parental upbringing, it may be harder to measure the exact influence of the peer  group in childhood and adolescence. Ms. Harris points to how children from immigrant homes soon learn not to speak at school in the way their parents speak. But acquiring a language is surely a skill, rather than a characteristic of the sort developmental psychologists hunt for. Certainly it is different from growing up tensely or relaxed, or from learning to be honest or hard -working or generous. Easy though it may be to prove that parents have little impact on those qualities, it will be hard to prove that peers have vastly more. Moreover, mum and dad surely cannot be ignored completely. Young adults may, as Ms. Harris argues, be keen to appear like their peers. But even in those early years, parents have the power to open doors: they may choose the peers with whom their young associate, and pick that influential neighborhood. Moreover, most people suspect that they come to resemble their parents more in middle age. So the balance of influences is probably complicated. Even if it turns out that the genes they pass on and the friends their children play with matter as much as affection, discipline and good example, parents are not completely off the hook According to Ms. Harris,  _  .",""
3,"[he forgot his flight time, the clerk gave him the wrong time of his flight, the clerk misunderstood him, he misunderstood the clerk]","Andy was still traveling in Spain when he realized he had to confirm   his flight home with the airline company  . He was visiting Spain in order to improve his Spanish. When he was speaking to people face to face, he had no difficulty understanding what they said. However, when he was speaking on the phone, he still had a problem. Andy called the airline. And the clerk confirmed that his plane was leaving at nine o'clock three days from that day. She also told Andy to be at the airport two hours earlier in order to check in his luggage and get a seat. Since he was leaving in three days, Andy didn't lose any time. He visited as many places as he could. He thought that it would probably be a while before he had enough money again. He wished he could come back and spend a year in Spain. Too quickly, the final day arrived. Andy left early for the airport to arrive two hours before take-off. He hated to rush. He went to the clerk to show his ticket. The clerk looked at the ticket in surprise. ""Why, sir, but your flight was at nine o'clock in the morning, and now it is eight in the evening."" ""But I confirmed my flight,"" insisted Andy. ""Will I have to pay for another ticket?"" ""No, sir. However, the next flight out will be three days from now."" Andy's look of shock turned to pleasure as he realized that now he could continue his vacation. Andy missed his flight because  _  .",""
1,"[Chocolate and eggs. He mixes the ingredients., Flour, eggs and sugar. The friend mixes them together., Eggs and flour. He boils the ingredients., Eggs and water. He spins the ingredients.]","Barry the bowl lived in a cabinet in the kitchen. He sat next to the pots and under the pans. He liked his home, but he never got out much. He was only used for mixing when his friend wanted to bake a cake. One day, his friend pulled him out of the cabinet and put him on the table. He got out the eggs, flour and sugar and began to bake a cake. Barry was very excited. He looked around the kitchen as his friend mixed up all the ingredients. He saw a sink, a refrigerator and a toaster. He was sad to go back in the cabinet when his friend was all done with the cake. But he wasn't going back yet! His friend set him in the sink to wash out all of the leftover ingredients. It was a fun day out of the cabinet. Now it was time for him to go back home and wait for another day and another adventure. What ingredients go in the cake? What does the friend do to them?",""
1,"[the early l990s, the mid l990s, the late l990s, 1990s]","In the mid 1990s, people started doing business on the Internet. At that time, there were two kinds of companies. First, there were traditional companies which sold things in stores. Then, there were Internet companies which didn't have stores, they sold things only over the Net. Traditional companies didn't want to lose any business. Quickly, they created their own websites and began selling things over the Net. These are the so-called ""brick and click"" companies. Many stores are made of brick, and you click on your mouse to buy things with your computer. That's where the name ""brick and click"" comes from. By the late 1990s, e-businesses like Amazon.com, Buy.com, and eToys.com were in trouble. Their profits  were not very high, and there was a lot of competition. Many of these businesses lost a lot of money, and in 2000, many e-businesses were out of business. In the world of e-commerce , companies are fighting for every dollar and every customer. Will brick and click companies win the war? Only time will tell. Many traditional companies created their own websites in  _  .",""
1,"[enables students to get involved in college life, helps students stay in contact with others, offers students a way to make new friends, provides a way to avoid getting bored]","Roughly half of college students will have some degree of depression at some point during their time in school . Even more startling , 6.2 percent of college students surveyed in 2012 considered suicide and 1.3 percent attempted it , according to an American College Health Association study released this spring . If you're feeling depressed on campus , you may find the following tips helpful . Exercise : Physical activity releases endorphins - chemicals that produce an overall positive feeling within the body , which fight depression naturally . Mental health experts claim that exercise is a solution to those feeling mild or moderate depression . However , for those severely depressed , simply doing sports is not enough . Use school counseling services : Campuses don't employ mental health experts simply to throw thousands of dollars down the drain . Their job is to help students , so experts recommend you use them . Most students , however , are hesitant to take a trip to their college's counseling center , fearing being laughed at by peers . As a result , some schools like Texas Christian University , are testing students for mental health problems when they get sick and visit the campus health clinic . Take advantage of technology : Staying in touch with family members and friends from childhood and high school has become easier than ever with the coming of Facebook and video chat services like Skype . While mental health experts insist that it's important to make friends in your new environment and be involved in the college community , it's also significant to keep in touch with the people you knew before college . Go to sleep : Following a fairly regular sleep pattern can defend you against depression . In college , many students' sleep patterns are irregular thanks to late-night studying and partying , which is harmful to their mental health . Research strongly suggests that sleep is the key to learning and memory formation . Taking advantage of technology is encouraged because it   _",""
2,"[They were greatly shocked., They used half a ton of sugar a week., They avoided sugar completely., They went too far about it.]","Can you resist cream cakes? I miss my sugar! I've decided to lose weight and I had to give up cakes. It's difficult because I have a sweet tooth and I love cream cakes. Not having treats can be good for your health. I've heard that the Burts, a family of five in South East England, lived sugar free for a whole year after they found out their daughter had diabetes  . It wasn't easy. To avoid temptation, I don't go to any bakeries, but this family actually owns one, which makes up to 3,000 cakes a week. And how does it feel to live without sugar for a while? Jason Burt said that for a month they felt weak. But later on it all changed. He says he feels ""more awake"" and full of energy. And what about the Burt family business? It had to keep using half a ton of sugar a week and any cook worth his salt knows that you have to taste a recipe to know if it's right. No problem there, says Jason Burt's wife, Clare. She points out that she's got lots of people offering to taste the cakes for them. The family is also thinking about selling more delicious products. I wonder what makes us have a strong desire for sweet food. Anyway, I've decided to forget about the sweet taste of sugar for a while. As British model Kate Moss says: ""Nothing tastes as good as skinny feels."" What did the Burts do after hearing the doctor's advice?",""
2,"[new films and shows replace the old, movie stars are changing over time, popular culture influences people, advertisements change rapidly]","Fashion refers to the styles of dress that are currently popular. Fashion goes beyond just clothes, though. It's important for some people to wear only the latest fashions and styles. For others, though, keeping up with trends   isn't that important. The one thing that stays the same with fashion is this: it always changes! In the 1960s and 1970s, hippies made bell-bottomed blue jeans popular. In the 1980s, Michael Jackson made parachute pants all the fashion. Now try to find these items in today's clothing stores! Why do fashions change? The answer is probably as simple as the fact that people change. Over time, the new replaces the old. People are influenced greatly by popular culture, including athletes, musicians, movie stars, as well as popular films, televisions shows, books and music. We are also influenced by the fashion industry's advertising. The stars of popular culture are always searching for a new angle to maintain   their popularity. Often these new angles come in the form of new clothing or hairstyles. When people see these new styles, they often want to imitate their favorite stars. To do so, they seek out the latest fashions to make themselves look like the people they want to imitate. In this way, fashions evolve and change over time. For years, clothes have been used to separate people into groups. Even today, brand-name clothing that is more expensive than other types of clothing can be used by some people to distinguish themselves from others. Unfortunately, this can often have the effect of distancing certain groups from others. Don't forget that it's always OK to develop your own sense of style that is unique and separate from what the fashion world determines! Stay true to yourself and let your personality -- not your clothes -- speak for who you are. Fashion change mainly because   _  .",""
3,"[people in the U.S. were stupid and less polite, she permitted him to take off his jacket in America, the English and the Americans enjoyed different ways of life, he shouldn't take off his coat in such a formal occasion in England]","A man in a very splendid restaurant started to take off his jacket. Seeing this, the head waiter dashed to his table and said, "" I'm afraid I must ask you to keep your jacket on, sir, for it is not good manners to do it in such a smart restaurant."" ""Now listen,"" said the man, ""I'll let you know that the Queen of England gave me permission to remove my jacket here."" ""The Queen of England?"" said the waiter in great surprise. ""Sure,"" replied the man, "" When I was in England last month, a friend of mine who had a very important position in high society took me to see the Queen. It was rather hot, so I started taking my coat off. The Queen looked over and said, ""You may do that in the United States, but you may not do it here. "" So I got the Queen's permission, right? What the Queen really meant was that   _  .",""
3,"[was robbed of her earrings, had a good time at the birthday party, was robbed of her necklace, was robbed, but she fooled the robber]","Agatha Christie went out at night.She never forgot the night when she met a robber many years ago. That evening, she was invited to a birthday party which lasted until 2 o'clock in the morning.Agatha walked in the quiet street alone. Suddenly from the shadow of a dark building a tall man with a sharp knife in his right hand ran out at her. ""Good morning, lady,"" the man said in a low voice, ""I don't think you wish to die here!"" ""What do you want?"" Agatha asked. ""Your earrings . Take them off!"" Agatha suddenly had a bright idea. She tried to cover her necklace with the collar ( ) of her overcoat while she used the other hand to take off both of her earrings and then she quickly threw them on the ground. ""Take them and let me go,"" she said. The robber saw that the girl didn't care for the earrings at all, only trying to protect the necklace. He thought the necklace would cost more, so he said, ""Give me your necklace."" ""Oh, sir. It's not worth much. Please let me keep it."" ""Stopping rubbish . Quick!"" With shaky hands, Agatha took off her necklace. As soon as the robber disappeared, she picked up her earrings and ran as fast as she could to one of her friends. The earrings cost 480 pounds and the necklace the robber had taken away cost only six pounds. Agatha never forgot the night, for she   _  .",""
1,"[girls living with parents, girls over 21, girls over 12, girls living alone]","It may not be news to parents of teenage girls, but researchers have confirmed that no one can stop their 16-year-old daughter from deciding how the family spends its money. The willpower and determination of teenage girls in how a family's money is spent on everything from food and meals to mobile phones, and, of course, clothes. Teenage boys did not show up at all in the analysis, which was designed to find out the influence of young people on household spending. The findings on the spending power of teenage girls were calculated from Office for National Statistics records of family spending during the 1980s and 1990s. Researchers examined how much money went on services and leisure goods in different kinds of homes. They checked spending on food, restaurant meals, alcohol, tobacco, services, heating, transport, clothes and sports in 2,745 British families. They found that teenage girls in the UK typically played an active role in family decisions about the allocation of household resources. But older children-- those over the age of 21 who are still living with their parents--appear to have no say in household decisions. They also tried to calculate to what extent the bargaining power of a teenager affected family budgets. ""Every parent knows that children, even at a very early age, have their own preferences with regard to consumption, researchers said. ""But children are only interested in a limited range of goods--mainly sweets and toys--and parents are able to use punishment to reduce their children's bargaining power or remove it.""  When they become teenagers, however, girls are much more independent and they are capable of earning their own money, which improves their bargaining power in family decisions. The researchers could not explain why girls have more influence over spending while the evidence for boys is much less conclusive. However, this study could be of great significance to market research and how marketers target children. It appears that household decisions are NOT affected by    _    .",""
3,"[They sold them., They gave them to their friends., They threw them away., They went to the theater with them.]","A Trap Mr. Smith left his car outside his apartment one night as usual, but when he came down the next morning to go to his office, he discovered that the car wasn't there. He called the police and told them what had happened, and they said that they would try to find the car. When Mr. Smith came home from his office that evening, the car was back again in its usual place in front of his house. He examined it carefully to see whether it had been damaged, and found two theater tickets on one of the seats and a letter which said, ""We're very sorry. We took your car because of an emergency."" Mr. and Mrs. Smith went to the theater with the two tickets the next night and enjoyed themselves very much. When they got home, they found that thieves had taken almost everything they had had in their apartment. What did Mr. and Mrs. Smith do with the thing(s) they found in their car?",""
1,"[whether it has a small amount of potassium, whether it changes chemical in materials., whether it has energy to change materials, whether it is visible in life]","We've heard about radiation from the damaged nuclear reactors in Japan reaching American shores. Experts say so far there is no reason to worry, and point out that we meet radiation every day. Where and how? NPR's Renee Montagne posed that question to Peter Caracappa, a radiation safety officer and professor of nuclear engineering. MONTAGNE: How many things emit radiation? Dr CARACAPPA: Well, radiation and radioactive material is a part of nature. So everything that's living has some amount of radiation coming from it--a very small amout. Plus there's radiation in the ground and the air. So the extremes are uranium in the soil to bananas? Yes. By the way, why do bananas have radiation? Bananas have a lot of potassium . And a small amount of potassium naturally is called potassium 40, which is radioactive What's the difference between radiation that's harmful and not harmful? Well, the term radiation can apply to a lot of different things. But the harmful radiation is ionizing radiation. It has enough energy that it can make chemical changes in material. We could get ionizing radiation from an X-ray, for example. It's the kind of radiation that causes cancer. The broader definition of radiation includes a lot of things that we call non-ionizing radiation. That includes everything like radio waves and visible light and your microwave. So what then is the largest contributor of ionizing radiation? For the natural sources of ionizing radiation, actually the biggest chunk of that tends to come from radon , which is a radioactive material that is present in the air. It can become a concern when it builds up in low-lying areas of homes like basements. Would it be fair to say that most people do not need to worry about the danger of being exposed to radiation? I would say that the everyday exposure to radioation that we meet contributes an extremely tiny risk to our life or to our health compared to all of the other risks that we meet in our day-to-day life. Whether radiation is harmful or not depends on  _  .",""
2,"[tell people how to describe their goals, warn people against dream stealers, encourage people to stick to their dreams, teach people how to write their papers]","I have a friend named Monty Roberts. He has let me use his horse ranch to put on events to raise money for youth at risk programs. Last time I was there he introduced me by saying, ""I want to tell you why I let you use my house. It all goes back to a story about a young man who was the son of an itinerant horse trainer. When he was a senior, he was asked to write a paper about what he wanted to be when he grew up."" ""That night he wrote a seven-page paper describing his goal of owning a horse ranch someday. He put all his heart into the project and wrote about his dream in great detail. He even drew a diagram of a 200-acre ranch, showing the location of the buildings, stables and the track, and even a detailed floor plan for a 4000-square-foot house on it."" ""The next day he handed it in to his teacher. Two days later ,he received a large red ""F"" on his paper with a note, 'See me after class.' The boy went to see the teacher and asked why. The teacher told him there was no way for a young boy like him to do that because owning a horse ranch required much money and resources, and then added 'If you'll rewrite his paper with a more realistic goal, I will reconsider your grade.'"" ""The boy went home and thought about it long and hard. He asked his father what to do. His father said, 'Look, son, you have to make up your own mind on this. However, I think it's a very important decision for you.'"" ""Finally, a week later, the boy turned in the same paper without any change and stated, 'You can keep the F and I'll keep my dream.'"" ""I tell you this story because you are sitting in my 4000-square-foot house in the middle of my 200-acre horse ranch. I still have that school paper framed over the fireplace."" Don't let anyone steal your dreams. Follow your heart, no matter what. The author wrote this passage mainly to  _",""
0,"[On Norman Drive., On Palmer Street., On Kingston Highway., On Route 29.]","Grand Opening Bentwood Truck Museum Saturday, November 8, at 10:00 A. M. After eighteen months of hard work by more than 100 volunteers, the Bentwood Truck Museum is ready to open. The old factory had been scheduled to be destroyed. When Roger Haygood heard about the plan to tear down the building, he bought it so that he could store his collection of old trucks there. Then he had the idea of turning the building into a truck museum. During the past year and a half, the old building has been transformed into a treasure chest of memories. Instead of a dark and dull house, the building has become a cheery, bright home for all kinds of trucks from the past. The museum now houses 68 trucks, and we hope to have even more soon. There is a 1959 school bus, a 1942 bakery truck, and a 1937 fire engine. Our oldest vehicle is a 1919 milk truck. Our newest vehicle is a 1966 tow truck. You can take a ride on a fire truck, a mail truck, or an ice-cream truck. Rides are $ 2.00, but you can get a ticket for a free ride at any grocery store in Bentwood. Help us celebrate our grand opening by bringing your family and friends! There is something to interest everyone who attends. The Bentwood Truck Museum is a special piece of our history. To get to Bentwood Truck Museum, take Route 29 (Kingston Highway) to Palmer Street. Go south on Palmer Street for one block and take a left onto Norman Drive. You will see the museum building and the amusement park on your left. Parking is available across the street, on your right. Where is Bentwood Truck Museum?",""
1,"[free, busy, happy, lucky]","I go to work at ten o'clock every night. When I ride a bike to my office, I talk with other doctors. Then I go to help all the sick people. Some nights are very quiet, but some nights are really busy, especially on weekends. On busy nights, I even have to help other doctors. I can go home at six o'clock every morning. On my way home, I can see only a few people on the street. When I get home, I eat breakfast with my family first. Then, I read newspapers. That's my habit. I can get some news from the newspapers. After that, I go to bed. My job isn't easy, but I like _ a lot because I can help people. ,. The writer is   _   on weekend nights.",""
0,"[August, October, November, February]","One Test for Graduate and Business School. Getting an advanced degree can create many opportunities. The GRE revised General Test--the most widely accepted graduate admission test worldwide--can bring you one step closer to achieving your career goals. There has never been a better time to take the test that gives you more opportunities for your future. The GRE revised General Test features question types that closely reflect the kind of thinking you'll do in graduate or business school. Who Takes It? Prospective graduate and business school applicants from all around the world who are interested in pursuing a master's , MBA, specialized master's in business or doctoral degree take the GRE revised General Test. Applicants come from varying educational and cultural backgrounds and the GRE revised General Test provides a common measure for comparing candidates' qualifications. GRE scores are used by admissions or fellowship panels to supplement  your undergraduate records, recommendation letters and other qualifications for graduatelevel study. When and Where Do People Take It? The GRE revised General Test is available at more than 700 test centers in more than 160 countries. In most regions of the world, the computerdelivered test is available on a continuous basis throughout the year. In Mainland China, Hong Kong, Taiwan and Korea, the computerdelivered test is available one to two times per month. In areas of the world where computerdelivered testing is not available, the paperdelivered test is available up to three times a year in October, November and February. Who Accepts It? The GRE revised General Test is accepted at thousands of graduate and business schools as well as departments and divisions within these schools. In a lessdeveloped area with very few computers, testtakers probably can't take the GRE revised General Test in   _  .",""
